"Time","PKG","DRAM","OTHER","GPU"
2025-03-01 16:42:41,0.0496,0,0.948,0
2025-03-01 16:42:42,0.0496,0,0.948,0
2025-03-01 16:42:43,0.0496,0,0.948,0
2025-03-01 16:42:44,0.0496,0,0.948,0
2025-03-01 16:42:45,0.0496,0,0.948,0
2025-03-01 16:42:46,0.0496,0,0.948,0
2025-03-01 16:42:47,0.0496,0,0.948,0
2025-03-01 16:42:48,0.0496,0,0.948,0
2025-03-01 16:42:49,0.0496,0,0.948,0
2025-03-01 16:42:50,0.0496,0,0.948,0
2025-03-01 16:42:51,0.0496,0,0.948,0
2025-03-01 16:42:52,0.0496,0,0.948,0
2025-03-01 16:42:53,0.0496,0,0.948,0
2025-03-01 16:42:54,0.0496,0,0.948,0
2025-03-01 16:42:55,0.459,0,2.93,0
2025-03-01 16:42:56,0.459,0,2.93,0
2025-03-01 16:42:57,0.459,0,2.93,0
2025-03-01 16:42:58,0.459,0,2.93,0
2025-03-01 16:42:59,0.459,0,2.93,0
2025-03-01 16:43:00,0.459,0,2.93,0
2025-03-01 16:43:01,0.459,0,2.93,0
2025-03-01 16:43:02,0.459,0,2.93,0
2025-03-01 16:43:03,0.459,0,2.93,0
2025-03-01 16:43:04,0.459,0,2.93,0
2025-03-01 16:43:05,0.459,0,2.93,0
2025-03-01 16:43:06,0.459,0,2.93,0
2025-03-01 16:43:07,0.459,0,2.93,0
2025-03-01 16:43:08,0.459,0,2.93,0
2025-03-01 16:43:09,0.459,0,2.93,0
2025-03-01 16:43:10,0.459,0,2.93,0
2025-03-01 16:43:11,0.459,0,2.93,0
2025-03-01 16:43:12,0.459,0,2.93,0
2025-03-01 16:43:13,0.459,0,2.93,0
2025-03-01 16:43:14,0.459,0,2.93,0
2025-03-01 16:43:15,0.459,0,2.93,0
2025-03-01 16:43:16,0.459,0,2.93,0
2025-03-01 16:43:17,0.459,0,2.93,0
2025-03-01 16:43:18,0.459,0,2.93,0
2025-03-01 16:43:19,0.459,0,2.93,0
2025-03-01 16:43:20,0.459,0,2.93,0
2025-03-01 16:43:21,0.459,0,2.93,0
2025-03-01 16:43:22,0.459,0,2.93,0
2025-03-01 16:43:23,0.459,0,2.93,0
2025-03-01 16:43:24,0.459,0,2.93,0
2025-03-01 16:43:25,1.31,0,5.91,0
