Time,TOTAL
2025-05-13 08:26:40,5.609599999999977
2025-05-13 08:26:41,5.609599999999977
2025-05-13 08:26:42,5.609599999999977
2025-05-13 08:26:43,5.609599999999977
2025-05-13 08:26:44,5.609599999999977
2025-05-13 08:26:45,5.609599999999977
2025-05-13 08:26:46,5.609599999999977
2025-05-13 08:26:47,5.609599999999977
2025-05-13 08:26:48,5.609599999999977
2025-05-13 08:26:49,2.1868000000000203
2025-05-13 08:26:50,2.1868000000000203
2025-05-13 08:26:51,2.1868000000000203
2025-05-13 08:26:52,2.1868000000000203
2025-05-13 08:26:53,2.1868000000000203
2025-05-13 08:26:54,2.1868000000000203
2025-05-13 08:26:55,2.1868000000000203
2025-05-13 08:26:56,2.1868000000000203
2025-05-13 08:26:57,2.1868000000000203
2025-05-13 08:26:58,2.1868000000000203
2025-05-13 08:26:59,2.1868000000000203
2025-05-13 08:27:00,2.1868000000000203
2025-05-13 08:27:01,2.1868000000000203
