"Time","control-project-56b89bcb95-qvbb6 / app-namespace / PKG","control-project-56b89bcb95-qvbb6 / app-namespace / DRAM","control-project-56b89bcb95-qvbb6 / app-namespace / OTHER","control-project-56b89bcb95-qvbb6 / app-namespace / GPU"
2025-02-26 15:21:49,0.0436,0,0.834,0
2025-02-26 15:21:50,0.0436,0,0.834,0
2025-02-26 15:21:51,0.0423,0,0.810,0
2025-02-26 15:21:52,0.0423,0,0.810,0
2025-02-26 15:21:53,0.0423,0,0.810,0
2025-02-26 15:21:54,0.0423,0,0.810,0
2025-02-26 15:21:55,0.0423,0,0.810,0
2025-02-26 15:21:56,0.0423,0,0.810,0
2025-02-26 15:21:57,0.0423,0,0.810,0
2025-02-26 15:21:58,0.0423,0,0.810,0
2025-02-26 15:21:59,0.0423,0,0.810,0
2025-02-26 15:22:00,0.0423,0,0.810,0
2025-02-26 15:22:01,0.0423,0,0.810,0
2025-02-26 15:22:02,0.0423,0,0.810,0
2025-02-26 15:22:03,0.0423,0,0.810,0
2025-02-26 15:22:04,0.0423,0,0.810,0
2025-02-26 15:22:05,0.0423,0,0.810,0
2025-02-26 15:22:06,0.0423,0,0.810,0
2025-02-26 15:22:07,0.0423,0,0.810,0
2025-02-26 15:22:08,0.0423,0,0.810,0
2025-02-26 15:22:09,0.0423,0,0.810,0
2025-02-26 15:22:10,0.0423,0,0.810,0
2025-02-26 15:22:11,0.0423,0,0.810,0
2025-02-26 15:22:12,0.0423,0,0.810,0
2025-02-26 15:22:13,0.0423,0,0.810,0
2025-02-26 15:22:14,0.0423,0,0.810,0
2025-02-26 15:22:15,0.0423,0,0.810,0
2025-02-26 15:22:16,0.0423,0,0.810,0
2025-02-26 15:22:17,0.0423,0,0.810,0
2025-02-26 15:22:18,0.0423,0,0.810,0
2025-02-26 15:22:19,0.0423,0,0.810,0
2025-02-26 15:22:20,0.0423,0,0.810,0
2025-02-26 15:22:21,0.215,0,0.928,0
2025-02-26 15:22:22,0.215,0,0.928,0
2025-02-26 15:22:23,0.215,0,0.928,0
2025-02-26 15:22:24,0.215,0,0.928,0
2025-02-26 15:22:25,0.215,0,0.928,0
2025-02-26 15:22:26,0.215,0,0.928,0
2025-02-26 15:22:27,0.215,0,0.928,0
2025-02-26 15:22:28,0.215,0,0.928,0
2025-02-26 15:22:29,0.215,0,0.928,0
2025-02-26 15:22:30,0.215,0,0.928,0
2025-02-26 15:22:31,0.215,0,0.928,0
2025-02-26 15:22:32,0.215,0,0.928,0
2025-02-26 15:22:33,0.215,0,0.928,0
2025-02-26 15:22:34,0.215,0,0.928,0
2025-02-26 15:22:35,0.215,0,0.928,0
2025-02-26 15:22:36,0.215,0,0.928,0
2025-02-26 15:22:37,0.215,0,0.928,0
2025-02-26 15:22:38,0.215,0,0.928,0
2025-02-26 15:22:39,0.215,0,0.928,0
2025-02-26 15:22:40,0.215,0,0.928,0
2025-02-26 15:22:41,0.215,0,0.928,0
2025-02-26 15:22:42,0.215,0,0.928,0
2025-02-26 15:22:43,0.215,0,0.928,0
2025-02-26 15:22:44,0.215,0,0.928,0
2025-02-26 15:22:45,0.215,0,0.928,0
2025-02-26 15:22:46,0.215,0,0.928,0
2025-02-26 15:22:47,0.215,0,0.928,0
2025-02-26 15:22:48,0.215,0,0.928,0
2025-02-26 15:22:49,0.215,0,0.928,0
2025-02-26 15:22:50,0.215,0,0.928,0
2025-02-26 15:22:51,0.250,0,0.910,0
2025-02-26 15:22:52,0.250,0,0.910,0
2025-02-26 15:22:53,0.250,0,0.910,0
2025-02-26 15:22:54,0.250,0,0.910,0
2025-02-26 15:22:55,0.250,0,0.910,0
2025-02-26 15:22:56,0.250,0,0.910,0
2025-02-26 15:22:57,0.250,0,0.910,0
2025-02-26 15:22:58,0.250,0,0.910,0
2025-02-26 15:22:59,0.250,0,0.910,0
2025-02-26 15:23:00,0.250,0,0.910,0
2025-02-26 15:23:01,0.250,0,0.910,0
2025-02-26 15:23:02,0.250,0,0.910,0
2025-02-26 15:23:03,0.250,0,0.910,0
2025-02-26 15:23:04,0.250,0,0.910,0
2025-02-26 15:23:05,0.250,0,0.910,0
2025-02-26 15:23:06,0.250,0,0.910,0
2025-02-26 15:23:07,0.250,0,0.910,0
2025-02-26 15:23:08,0.250,0,0.910,0
2025-02-26 15:23:09,0.250,0,0.910,0
2025-02-26 15:23:10,0.250,0,0.910,0
2025-02-26 15:23:11,0.250,0,0.910,0
2025-02-26 15:23:12,0.250,0,0.910,0
2025-02-26 15:23:13,0.250,0,0.910,0
2025-02-26 15:23:14,0.250,0,0.910,0
2025-02-26 15:23:15,0.250,0,0.910,0
2025-02-26 15:23:16,0.250,0,0.910,0
2025-02-26 15:23:17,0.250,0,0.910,0
2025-02-26 15:23:18,0.250,0,0.910,0
2025-02-26 15:23:19,0.250,0,0.910,0
2025-02-26 15:23:20,0.250,0,0.910,0
2025-02-26 15:23:21,0.255,0,0.961,0
2025-02-26 15:23:22,0.255,0,0.961,0
2025-02-26 15:23:23,0.255,0,0.961,0
2025-02-26 15:23:24,0.255,0,0.961,0
2025-02-26 15:23:25,0.255,0,0.961,0
2025-02-26 15:23:26,0.255,0,0.961,0
2025-02-26 15:23:27,0.255,0,0.961,0
2025-02-26 15:23:28,0.255,0,0.961,0
2025-02-26 15:23:29,0.255,0,0.961,0
2025-02-26 15:23:30,0.255,0,0.961,0
2025-02-26 15:23:31,0.255,0,0.961,0
2025-02-26 15:23:32,0.255,0,0.961,0
2025-02-26 15:23:33,0.255,0,0.961,0
2025-02-26 15:23:34,0.255,0,0.961,0
2025-02-26 15:23:35,0.255,0,0.961,0
2025-02-26 15:23:36,0.255,0,0.961,0
2025-02-26 15:23:37,0.255,0,0.961,0
2025-02-26 15:23:38,0.255,0,0.961,0
2025-02-26 15:23:39,0.255,0,0.961,0
2025-02-26 15:23:40,0.255,0,0.961,0
2025-02-26 15:23:41,0.255,0,0.961,0
2025-02-26 15:23:42,0.255,0,0.961,0
2025-02-26 15:23:43,0.255,0,0.961,0
2025-02-26 15:23:44,0.255,0,0.961,0
2025-02-26 15:23:45,0.255,0,0.961,0
2025-02-26 15:23:46,0.255,0,0.961,0
2025-02-26 15:23:47,0.255,0,0.961,0
2025-02-26 15:23:48,0.255,0,0.961,0
2025-02-26 15:23:49,0.255,0,0.961,0
2025-02-26 15:23:50,0.255,0,0.961,0
2025-02-26 15:23:51,0.260,0,0.920,0
2025-02-26 15:23:52,0.260,0,0.920,0
2025-02-26 15:23:53,0.260,0,0.920,0
2025-02-26 15:23:54,0.260,0,0.920,0
2025-02-26 15:23:55,0.260,0,0.920,0
2025-02-26 15:23:56,0.260,0,0.920,0
2025-02-26 15:23:57,0.260,0,0.920,0
2025-02-26 15:23:58,0.260,0,0.920,0
2025-02-26 15:23:59,0.260,0,0.920,0
2025-02-26 15:24:00,0.260,0,0.920,0
2025-02-26 15:24:01,0.260,0,0.920,0
2025-02-26 15:24:02,0.260,0,0.920,0
2025-02-26 15:24:03,0.260,0,0.920,0
2025-02-26 15:24:04,0.260,0,0.920,0
2025-02-26 15:24:05,0.260,0,0.920,0
2025-02-26 15:24:06,0.260,0,0.920,0
2025-02-26 15:24:07,0.260,0,0.920,0
2025-02-26 15:24:08,0.260,0,0.920,0
2025-02-26 15:24:09,0.260,0,0.920,0
2025-02-26 15:24:10,0.260,0,0.920,0
2025-02-26 15:24:11,0.260,0,0.920,0
2025-02-26 15:24:12,0.260,0,0.920,0
2025-02-26 15:24:13,0.260,0,0.920,0
2025-02-26 15:24:14,0.260,0,0.920,0
2025-02-26 15:24:15,0.260,0,0.920,0
2025-02-26 15:24:16,0.260,0,0.920,0
2025-02-26 15:24:17,0.260,0,0.920,0
2025-02-26 15:24:18,0.260,0,0.920,0
2025-02-26 15:24:19,0.260,0,0.920,0
2025-02-26 15:24:20,0.260,0,0.920,0
2025-02-26 15:24:21,0.270,0,0.802,0
2025-02-26 15:24:22,0.270,0,0.802,0
2025-02-26 15:24:23,0.270,0,0.802,0
2025-02-26 15:24:24,0.270,0,0.802,0
2025-02-26 15:24:25,0.270,0,0.802,0
2025-02-26 15:24:26,0.270,0,0.802,0
2025-02-26 15:24:27,0.270,0,0.802,0
