"Time","control-project-799bdb68d7-s958z / app-namespace / PKG","control-project-799bdb68d7-s958z / app-namespace / DRAM","control-project-799bdb68d7-s958z / app-namespace / OTHER","control-project-799bdb68d7-s958z / app-namespace / GPU"
2025-02-26 10:53:00,0.000200,0.000100,0.000300,0
2025-02-26 10:53:01,0.000200,0.000100,0.000300,0
2025-02-26 10:53:02,0.000200,0.000100,0.000300,0
2025-02-26 10:53:03,0.000200,0.000100,0.000300,0
2025-02-26 10:53:04,0.000200,0.000100,0.000300,0
2025-02-26 10:53:05,0.000200,0.000100,0.000300,0
2025-02-26 10:53:06,0.000200,0.000100,0.000300,0
2025-02-26 10:53:07,0.000200,0.000100,0.000300,0
2025-02-26 10:53:08,0.000200,0.000100,0.000300,0
2025-02-26 10:53:09,0.000200,0.000100,0.000300,0
2025-02-26 10:53:10,0.000200,0.000100,0.000300,0
2025-02-26 10:53:11,0.000200,0.000100,0.000300,0
2025-02-26 10:53:12,0.000200,0.000100,0.000300,0
2025-02-26 10:53:13,0.000200,0.000100,0.000300,0
2025-02-26 10:53:14,0.000200,0.000100,0.000300,0
2025-02-26 10:53:15,0.000200,0.000100,0.000300,0
2025-02-26 10:53:16,0.000200,0.000100,0.000300,0
2025-02-26 10:53:17,0.000200,0.000100,0.000300,0
2025-02-26 10:53:18,0.000200,0.000100,0.000300,0
2025-02-26 10:53:19,0.000200,0.000100,0.000300,0
2025-02-26 10:53:20,0.000200,0.000100,0.000300,0
2025-02-26 10:53:21,0,0,0,0
2025-02-26 10:53:22,0,0,0,0
2025-02-26 10:53:23,0,0,0,0
2025-02-26 10:53:24,0,0,0,0
2025-02-26 10:53:25,0,0,0,0
2025-02-26 10:53:26,0,0,0,0
2025-02-26 10:53:27,0,0,0,0
2025-02-26 10:53:28,0,0,0,0
2025-02-26 10:53:29,0,0,0,0
2025-02-26 10:53:30,0,0,0,0
2025-02-26 10:53:31,0,0,0,0
2025-02-26 10:53:32,0,0,0,0
2025-02-26 10:53:33,0,0,0,0
2025-02-26 10:53:34,0,0,0,0
2025-02-26 10:53:35,0,0,0,0
2025-02-26 10:53:36,0,0,0,0
2025-02-26 10:53:37,0,0,0,0
2025-02-26 10:53:38,0,0,0,0
2025-02-26 10:53:39,0,0,0,0
2025-02-26 10:53:40,0,0,0,0
2025-02-26 10:53:41,0,0,0,0
2025-02-26 10:53:42,0,0,0,0
2025-02-26 10:53:43,0,0,0,0
2025-02-26 10:53:44,0,0,0,0
2025-02-26 10:53:45,0,0,0,0
2025-02-26 10:53:46,0,0,0,0
2025-02-26 10:53:47,0,0,0,0
2025-02-26 10:53:48,0,0,0,0
2025-02-26 10:53:49,0,0,0,0
2025-02-26 10:53:50,0,0,0,0
2025-02-26 10:53:51,0.000200,0.000100,0.000300,0
2025-02-26 10:53:52,0.000200,0.000100,0.000300,0
2025-02-26 10:53:53,0.000200,0.000100,0.000300,0
2025-02-26 10:53:54,0.000200,0.000100,0.000300,0
2025-02-26 10:53:55,0.000200,0.000100,0.000300,0
2025-02-26 10:53:56,0.000200,0.000100,0.000300,0
2025-02-26 10:53:57,0.000200,0.000100,0.000300,0
2025-02-26 10:53:58,0.000200,0.000100,0.000300,0
2025-02-26 10:53:59,0.000200,0.000100,0.000300,0
2025-02-26 10:54:00,0.000200,0.000100,0.000300,0
2025-02-26 10:54:01,0.000200,0.000100,0.000300,0
2025-02-26 10:54:02,0.000200,0.000100,0.000300,0
2025-02-26 10:54:03,0.000200,0.000100,0.000300,0
2025-02-26 10:54:04,0.000200,0.000100,0.000300,0
2025-02-26 10:54:05,0.000200,0.000100,0.000300,0
2025-02-26 10:54:06,0.000200,0.000100,0.000300,0
2025-02-26 10:54:07,0.000200,0.000100,0.000300,0
2025-02-26 10:54:08,0.000200,0.000100,0.000300,0
2025-02-26 10:54:09,0.000200,0.000100,0.000300,0
2025-02-26 10:54:10,0.000200,0.000100,0.000300,0
2025-02-26 10:54:11,0.000200,0.000100,0.000300,0
2025-02-26 10:54:12,0.000200,0.000100,0.000300,0
2025-02-26 10:54:13,0.000200,0.000100,0.000300,0
2025-02-26 10:54:14,0.000200,0.000100,0.000300,0
2025-02-26 10:54:15,0.000200,0.000100,0.000300,0
2025-02-26 10:54:16,0.000200,0.000100,0.000300,0
2025-02-26 10:54:17,0.000200,0.000100,0.000300,0
2025-02-26 10:54:18,0.000200,0.000100,0.000300,0
2025-02-26 10:54:19,0.000200,0.000100,0.000300,0
2025-02-26 10:54:20,0.000200,0.000100,0.000300,0
2025-02-26 10:54:21,0.000300,0.000100,0.000700,0
2025-02-26 10:54:22,0.000300,0.000100,0.000700,0
2025-02-26 10:54:23,0.000300,0.000100,0.000700,0
2025-02-26 10:54:24,0.000300,0.000100,0.000700,0
2025-02-26 10:54:25,0.000300,0.000100,0.000700,0
2025-02-26 10:54:26,0.000300,0.000100,0.000700,0
2025-02-26 10:54:27,0.000300,0.000100,0.000700,0
2025-02-26 10:54:28,0.000300,0.000100,0.000700,0
2025-02-26 10:54:29,0.000300,0.000100,0.000700,0
2025-02-26 10:54:30,0.000300,0.000100,0.000700,0
2025-02-26 10:54:31,0.000300,0.000100,0.000700,0
2025-02-26 10:54:32,0.000300,0.000100,0.000700,0
2025-02-26 10:54:33,0.000300,0.000100,0.000700,0
2025-02-26 10:54:34,0.000300,0.000100,0.000700,0
2025-02-26 10:54:35,0.000300,0.000100,0.000700,0
