"Time","PKG","DRAM","OTHER","GPU"
2025-03-01 16:47:51,1.30,0,5.79,0
2025-03-01 16:47:52,1.30,0,5.79,0
2025-03-01 16:47:53,1.30,0,5.79,0
2025-03-01 16:47:54,1.30,0,5.79,0
2025-03-01 16:47:55,1.35,0,5.79,0
2025-03-01 16:47:56,1.35,0,5.79,0
2025-03-01 16:47:57,1.35,0,5.79,0
2025-03-01 16:47:58,1.35,0,5.79,0
2025-03-01 16:47:59,1.35,0,5.79,0
2025-03-01 16:48:00,1.35,0,5.79,0
2025-03-01 16:48:01,1.35,0,5.79,0
2025-03-01 16:48:02,1.35,0,5.79,0
2025-03-01 16:48:03,1.35,0,5.79,0
2025-03-01 16:48:04,1.35,0,5.79,0
2025-03-01 16:48:05,1.35,0,5.79,0
2025-03-01 16:48:06,1.35,0,5.79,0
2025-03-01 16:48:07,1.35,0,5.79,0
2025-03-01 16:48:08,1.35,0,5.79,0
2025-03-01 16:48:09,1.35,0,5.79,0
2025-03-01 16:48:10,1.35,0,5.79,0
2025-03-01 16:48:11,1.35,0,5.79,0
