Time,TOTAL
2025-05-16 21:07:47,4.7281
2025-05-16 21:07:48,4.7281
2025-05-16 21:07:49,4.7281
2025-05-16 21:07:50,4.7281
2025-05-16 21:07:51,4.7281
2025-05-16 21:07:52,4.7281
2025-05-16 21:07:53,4.7281
2025-05-16 21:07:54,1.307899999999997
2025-05-16 21:07:55,1.307899999999997
2025-05-16 21:07:56,1.307899999999997
2025-05-16 21:07:57,1.307899999999997
2025-05-16 21:07:58,1.307899999999997
2025-05-16 21:07:59,1.307899999999997
2025-05-16 21:08:00,1.307899999999997
2025-05-16 21:08:01,1.307899999999997
2025-05-16 21:08:02,1.307899999999997
2025-05-16 21:08:03,1.307899999999997
2025-05-16 21:08:04,1.307899999999997
2025-05-16 21:08:05,1.307899999999997
2025-05-16 21:08:06,1.307899999999997
2025-05-16 21:08:07,1.307899999999997
2025-05-16 21:08:08,1.307899999999997
2025-05-16 21:08:09,1.307899999999997
2025-05-16 21:08:10,1.307899999999997
2025-05-16 21:08:11,1.307899999999997
2025-05-16 21:08:12,1.307899999999997
2025-05-16 21:08:13,1.307899999999997
2025-05-16 21:08:14,1.307899999999997
2025-05-16 21:08:15,1.307899999999997
2025-05-16 21:08:16,1.307899999999997
2025-05-16 21:08:17,1.307899999999997
2025-05-16 21:08:18,1.307899999999997
2025-05-16 21:08:19,1.307899999999997
2025-05-16 21:08:20,1.307899999999997
2025-05-16 21:08:21,1.307899999999997
2025-05-16 21:08:22,1.307899999999997
2025-05-16 21:08:23,1.307899999999997
2025-05-16 21:08:24,1.242700000000004
2025-05-16 21:08:25,1.242700000000004
2025-05-16 21:08:26,1.242700000000004
2025-05-16 21:08:27,1.242700000000004
2025-05-16 21:08:28,1.242700000000004
2025-05-16 21:08:29,1.242700000000004
2025-05-16 21:08:30,1.242700000000004
2025-05-16 21:08:31,1.242700000000004
2025-05-16 21:08:32,1.242700000000004
2025-05-16 21:08:33,1.242700000000004
2025-05-16 21:08:34,1.242700000000004
2025-05-16 21:08:35,1.242700000000004
2025-05-16 21:08:36,1.242700000000004
2025-05-16 21:08:37,1.242700000000004
2025-05-16 21:08:38,1.242700000000004
2025-05-16 21:08:39,1.242700000000004
2025-05-16 21:08:40,1.242700000000004
2025-05-16 21:08:41,1.242700000000004
2025-05-16 21:08:42,1.242700000000004
2025-05-16 21:08:43,1.242700000000004
2025-05-16 21:08:44,1.242700000000004
2025-05-16 21:08:45,1.242700000000004
2025-05-16 21:08:46,1.242700000000004
2025-05-16 21:08:47,1.242700000000004
2025-05-16 21:08:48,1.242700000000004
2025-05-16 21:08:49,1.242700000000004
2025-05-16 21:08:50,1.242700000000004
2025-05-16 21:08:51,1.242700000000004
2025-05-16 21:08:52,1.242700000000004
2025-05-16 21:08:53,1.242700000000004
2025-05-16 21:08:54,1.230699999999998
2025-05-16 21:08:55,1.230699999999998
2025-05-16 21:08:56,1.230699999999998
2025-05-16 21:08:57,1.230699999999998
2025-05-16 21:08:58,1.230699999999998
2025-05-16 21:08:59,1.230699999999998
2025-05-16 21:09:00,1.230699999999998
2025-05-16 21:09:01,1.230699999999998
2025-05-16 21:09:02,1.230699999999998
2025-05-16 21:09:03,1.230699999999998
2025-05-16 21:09:04,1.230699999999998
2025-05-16 21:09:05,1.230699999999998
2025-05-16 21:09:06,1.230699999999998
2025-05-16 21:09:07,1.230699999999998
2025-05-16 21:09:08,1.230699999999998
2025-05-16 21:09:09,1.230699999999998
2025-05-16 21:09:10,1.230699999999998
2025-05-16 21:09:11,1.230699999999998
2025-05-16 21:09:12,1.230699999999998
2025-05-16 21:09:13,1.230699999999998
2025-05-16 21:09:14,1.230699999999998
2025-05-16 21:09:15,1.230699999999998
2025-05-16 21:09:16,1.230699999999998
2025-05-16 21:09:17,1.230699999999998
2025-05-16 21:09:18,1.230699999999998
2025-05-16 21:09:19,1.230699999999998
2025-05-16 21:09:20,1.230699999999998
2025-05-16 21:09:21,1.230699999999998
2025-05-16 21:09:22,1.230699999999998
2025-05-16 21:09:23,1.230699999999998
2025-05-16 21:09:24,1.2952999999999975
2025-05-16 21:09:25,1.2952999999999975
2025-05-16 21:09:26,1.2952999999999975
