Time,TOTAL
2025-05-13 16:23:44,2.354100000000047
2025-05-13 16:23:45,2.354100000000047
2025-05-13 16:23:46,2.354100000000047
2025-05-13 16:23:47,2.354100000000047
2025-05-13 16:23:48,2.354100000000047
2025-05-13 16:23:49,2.354100000000047
2025-05-13 16:23:50,2.354100000000047
2025-05-13 16:23:51,2.354100000000047
2025-05-13 16:23:52,2.354100000000047
2025-05-13 16:23:53,2.354100000000047
2025-05-13 16:23:54,2.354100000000047
2025-05-13 16:23:55,2.354100000000047
2025-05-13 16:23:56,2.354100000000047
2025-05-13 16:23:57,2.354100000000047
2025-05-13 16:23:58,2.354100000000047
2025-05-13 16:23:59,2.354100000000047
2025-05-13 16:24:00,2.354100000000047
2025-05-13 16:24:01,2.354100000000047
2025-05-13 16:24:02,2.354100000000047
2025-05-13 16:24:03,2.354100000000047
2025-05-13 16:24:04,2.354100000000047
2025-05-13 16:24:05,2.354100000000047
2025-05-13 16:24:06,2.354100000000047
2025-05-13 16:24:07,2.354100000000047
2025-05-13 16:24:08,2.354100000000047
2025-05-13 16:24:09,4.960599999999976
2025-05-13 16:24:10,4.960599999999976
2025-05-13 16:24:11,4.960599999999976
2025-05-13 16:24:12,4.960599999999976
2025-05-13 16:24:13,4.960599999999976
2025-05-13 16:24:14,4.960599999999976
2025-05-13 16:24:15,4.960599999999976
2025-05-13 16:24:16,4.960599999999976
2025-05-13 16:24:17,4.960599999999976
2025-05-13 16:24:18,4.960599999999976
2025-05-13 16:24:19,4.960599999999976
2025-05-13 16:24:20,4.960599999999976
2025-05-13 16:24:21,4.960599999999976
2025-05-13 16:24:22,4.960599999999976
2025-05-13 16:24:23,4.960599999999976
2025-05-13 16:24:24,4.960599999999976
2025-05-13 16:24:25,4.960599999999976
2025-05-13 16:24:26,4.960599999999976
2025-05-13 16:24:27,4.960599999999976
2025-05-13 16:24:28,4.960599999999976
2025-05-13 16:24:29,4.960599999999976
2025-05-13 16:24:30,4.960599999999976
2025-05-13 16:24:31,4.960599999999976
2025-05-13 16:24:32,4.960599999999976
2025-05-13 16:24:33,4.960599999999976
2025-05-13 16:24:34,4.960599999999976
2025-05-13 16:24:35,4.960599999999976
2025-05-13 16:24:36,4.960599999999976
2025-05-13 16:24:37,4.960599999999976
2025-05-13 16:24:38,4.960599999999976
2025-05-13 16:24:39,6.251699999999983
2025-05-13 16:24:40,6.251699999999983
2025-05-13 16:24:41,6.251699999999983
2025-05-13 16:24:42,6.251699999999983
2025-05-13 16:24:43,6.251699999999983
2025-05-13 16:24:44,6.251699999999983
2025-05-13 16:24:45,6.251699999999983
2025-05-13 16:24:46,6.251699999999983
2025-05-13 16:24:47,6.251699999999983
2025-05-13 16:24:48,6.251699999999983
2025-05-13 16:24:49,6.251699999999983
2025-05-13 16:24:50,6.251699999999983
2025-05-13 16:24:51,6.251699999999983
2025-05-13 16:24:52,6.251699999999983
