"Time","control-project-799bdb68d7-s958z / app-namespace / PKG","control-project-799bdb68d7-s958z / app-namespace / DRAM","control-project-799bdb68d7-s958z / app-namespace / OTHER","control-project-799bdb68d7-s958z / app-namespace / GPU"
2025-02-26 10:58:59,0.000200,0.000100,0.000300,0
2025-02-26 10:59:00,0.000200,0.000100,0.000300,0
2025-02-26 10:59:01,0.000200,0.000100,0.000300,0
2025-02-26 10:59:02,0.000200,0.000100,0.000300,0
2025-02-26 10:59:03,0.000200,0.000100,0.000300,0
2025-02-26 10:59:04,0.000200,0.000100,0.000300,0
2025-02-26 10:59:05,0.000200,0.000100,0.000300,0
2025-02-26 10:59:06,0.000200,0.000100,0.000300,0
2025-02-26 10:59:07,0.000200,0.000100,0.000300,0
2025-02-26 10:59:08,0.000200,0.000100,0.000300,0
2025-02-26 10:59:09,0.000200,0.000100,0.000300,0
2025-02-26 10:59:10,0.000200,0.000100,0.000300,0
2025-02-26 10:59:11,0.000200,0.000100,0.000300,0
2025-02-26 10:59:12,0.000200,0.000100,0.000300,0
2025-02-26 10:59:13,0.000200,0.000100,0.000300,0
2025-02-26 10:59:14,0.000200,0.000100,0.000300,0
2025-02-26 10:59:15,0.000200,0.000100,0.000300,0
2025-02-26 10:59:16,0.000200,0.000100,0.000300,0
2025-02-26 10:59:17,0.000200,0.000100,0.000300,0
2025-02-26 10:59:18,0.000200,0.000100,0.000300,0
2025-02-26 10:59:19,0.000200,0.000100,0.000300,0
2025-02-26 10:59:20,0.000200,0.000100,0.000300,0
2025-02-26 10:59:21,0.000200,0.000100,0.000300,0
2025-02-26 10:59:22,0.000200,0.000100,0.000300,0
2025-02-26 10:59:23,0.000200,0.000100,0.000300,0
2025-02-26 10:59:24,0.000200,0.000100,0.000300,0
2025-02-26 10:59:25,0.000200,0.000100,0.000300,0
2025-02-26 10:59:26,0.000200,0.000100,0.000300,0
2025-02-26 10:59:27,0.000200,0.000100,0.000300,0
2025-02-26 10:59:28,0.000200,0.000100,0.000300,0
2025-02-26 10:59:29,0.000200,0.000100,0.000300,0
2025-02-26 10:59:30,0.000200,0.000100,0.000300,0
