timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1740567543762,24,HTTP Request,200,,Thread Group 1-1,text,true,,1051,125,1,1,http://localhost:8080/products,22,0,11
1740567543794,8,HTTP Request,200,,Thread Group 1-1,text,true,,1051,125,1,1,http://localhost:8080/products,8,0,1
1740567543802,8,HTTP Request,200,,Thread Group 1-1,text,true,,1051,125,1,1,http://localhost:8080/products,8,0,1
1740567543810,8,HTTP Request,200,,Thread Group 1-1,text,true,,1051,125,1,1,http://localhost:8080/products,8,0,1
1740567543818,7,HTTP Request,200,,Thread Group 1-1,text,true,,1051,125,1,1,http://localhost:8080/products,7,0,1
1740567543825,8,HTTP Request,200,,Thread Group 1-1,text,true,,1051,125,1,1,http://localhost:8080/products,8,0,2
1740567543833,8,HTTP Request,200,,Thread Group 1-1,text,true,,1051,125,1,1,http://localhost:8080/products,8,0,1
1740567543841,8,HTTP Request,200,,Thread Group 1-1,text,true,,1051,125,1,1,http://localhost:8080/products,8,0,1
1740567543850,7,HTTP Request,200,,Thread Group 1-1,text,true,,1051,125,1,1,http://localhost:8080/products,7,0,1
1740567543858,7,HTTP Request,200,,Thread Group 1-1,text,true,,1051,125,1,1,http://localhost:8080/products,7,0,1
1740567543866,8,HTTP Request,200,,Thread Group 1-1,text,true,,1051,125,1,1,http://localhost:8080/products,8,0,1
1740567543874,7,HTTP Request,200,,Thread Group 1-1,text,true,,1051,125,1,1,http://localhost:8080/products,7,0,1
1740567543882,7,HTTP Request,200,,Thread Group 1-1,text,true,,1051,125,1,1,http://localhost:8080/products,7,0,1
1740567543890,7,HTTP Request,200,,Thread Group 1-1,text,true,,1051,125,1,1,http://localhost:8080/products,6,0,1
1740567543897,7,HTTP Request,200,,Thread Group 1-1,text,true,,1051,125,1,1,http://localhost:8080/products,7,0,1
1740567543904,7,HTTP Request,200,,Thread Group 1-1,text,true,,1051,125,1,1,http://localhost:8080/products,7,0,1
1740567543912,7,HTTP Request,200,,Thread Group 1-1,text,true,,1051,125,1,1,http://localhost:8080/products,7,0,1
1740567543919,8,HTTP Request,200,,Thread Group 1-1,text,true,,1051,125,1,1,http://localhost:8080/products,8,0,1
1740567543927,7,HTTP Request,200,,Thread Group 1-1,text,true,,1051,125,1,1,http://localhost:8080/products,7,0,1
1740567543935,7,HTTP Request,200,,Thread Group 1-1,text,true,,1051,125,1,1,http://localhost:8080/products,7,0,1
1740567543942,7,HTTP Request,200,,Thread Group 1-1,text,true,,1051,125,1,1,http://localhost:8080/products,7,0,1
1740567543950,7,HTTP Request,200,,Thread Group 1-1,text,true,,1051,125,1,1,http://localhost:8080/products,7,0,0
1740567543957,8,HTTP Request,200,,Thread Group 1-1,text,true,,1051,125,1,1,http://localhost:8080/products,8,0,1
1740567543965,8,HTTP Request,200,,Thread Group 1-1,text,true,,1051,125,1,1,http://localhost:8080/products,8,0,1
1740567543973,8,HTTP Request,200,,Thread Group 1-1,text,true,,1051,125,1,1,http://localhost:8080/products,8,0,1
1740567543982,8,HTTP Request,200,,Thread Group 1-1,text,true,,1051,125,1,1,http://localhost:8080/products,8,0,1
1740567543990,8,HTTP Request,200,,Thread Group 1-1,text,true,,1051,125,1,1,http://localhost:8080/products,8,0,1
