"Time","control-project-56b89bcb95-qvbb6 / app-namespace / PKG","control-project-56b89bcb95-qvbb6 / app-namespace / DRAM","control-project-56b89bcb95-qvbb6 / app-namespace / OTHER","control-project-56b89bcb95-qvbb6 / app-namespace / GPU"
2025-02-26 15:34:23.000,0.0418,0,0.800,0
2025-02-26 15:34:24.000,0.0418,0,0.800,0
2025-02-26 15:34:25.000,0.0418,0,0.800,0
2025-02-26 15:34:26.000,0.0418,0,0.800,0
2025-02-26 15:34:27.000,0.0418,0,0.800,0
2025-02-26 15:34:28.000,0.0418,0,0.800,0
2025-02-26 15:34:29.000,0.0418,0,0.800,0
2025-02-26 15:34:30.000,0.0418,0,0.800,0
2025-02-26 15:34:31.000,0.0418,0,0.800,0
2025-02-26 15:34:32.000,0.0418,0,0.800,0
2025-02-26 15:34:33.000,0.0418,0,0.800,0
2025-02-26 15:34:34.000,0.0418,0,0.800,0
2025-02-26 15:34:35.000,0.0418,0,0.800,0
2025-02-26 15:34:36.000,0.0418,0,0.800,0
2025-02-26 15:34:37.000,0.0418,0,0.800,0
2025-02-26 15:34:38.000,0.0418,0,0.800,0
2025-02-26 15:34:39.000,0.0418,0,0.800,0
2025-02-26 15:34:40.000,0.0418,0,0.800,0
2025-02-26 15:34:41.000,0.0418,0,0.800,0
2025-02-26 15:34:42.000,0.0418,0,0.800,0
2025-02-26 15:34:43.000,0.0418,0,0.800,0
2025-02-26 15:34:44.000,0.0418,0,0.800,0
2025-02-26 15:34:45.000,0.0418,0,0.800,0
2025-02-26 15:34:46.000,0.0418,0,0.800,0
2025-02-26 15:34:47.000,0.0418,0,0.800,0
2025-02-26 15:34:48.000,0.0418,0,0.800,0
2025-02-26 15:34:49.000,0.0418,0,0.800,0
2025-02-26 15:34:50.000,0.0418,0,0.800,0
2025-02-26 15:34:51.000,0.558,0,2.61,0
2025-02-26 15:34:52.000,0.558,0,2.61,0
2025-02-26 15:34:53.000,0.558,0,2.61,0
2025-02-26 15:34:54.000,0.558,0,2.61,0
2025-02-26 15:34:55.000,0.558,0,2.61,0
2025-02-26 15:34:56.000,0.558,0,2.61,0
2025-02-26 15:34:57.000,0.558,0,2.61,0
2025-02-26 15:34:58.000,0.558,0,2.61,0
2025-02-26 15:34:59.000,0.558,0,2.61,0
2025-02-26 15:35:00.000,0.558,0,2.61,0
2025-02-26 15:35:01.000,0.558,0,2.61,0
