"Time","control-project-56b89bcb95-wj5t5 / app-namespace / PKG","control-project-56b89bcb95-wj5t5 / app-namespace / DRAM","control-project-56b89bcb95-wj5t5 / app-namespace / OTHER","control-project-56b89bcb95-wj5t5 / app-namespace / GPU"
2025-02-28 10:28:53.000,0.0376,0,0.777,0
2025-02-28 10:28:54.000,0.0376,0,0.777,0
2025-02-28 10:28:55.000,0.0376,0,0.777,0
2025-02-28 10:28:56.000,0.0376,0,0.777,0
2025-02-28 10:28:57.000,0.0376,0,0.777,0
2025-02-28 10:28:58.000,0.0376,0,0.777,0
2025-02-28 10:28:59.000,0.0376,0,0.777,0
2025-02-28 10:29:00.000,0.0376,0,0.777,0
2025-02-28 10:29:01.000,0.0376,0,0.777,0
2025-02-28 10:29:02.000,0.0376,0,0.777,0
2025-02-28 10:29:03.000,0.0376,0,0.777,0
2025-02-28 10:29:04.000,0.0376,0,0.777,0
2025-02-28 10:29:05.000,0.0376,0,0.777,0
2025-02-28 10:29:06.000,0.318,0,2.56,0
2025-02-28 10:29:07.000,0.318,0,2.56,0
2025-02-28 10:29:08.000,0.318,0,2.56,0
2025-02-28 10:29:09.000,0.318,0,2.56,0
2025-02-28 10:29:10.000,0.318,0,2.56,0
2025-02-28 10:29:11.000,0.318,0,2.56,0
2025-02-28 10:29:12.000,0.318,0,2.56,0
2025-02-28 10:29:13.000,0.318,0,2.56,0
2025-02-28 10:29:14.000,0.318,0,2.56,0
2025-02-28 10:29:15.000,0.318,0,2.56,0
2025-02-28 10:29:16.000,0.318,0,2.56,0
2025-02-28 10:29:17.000,0.318,0,2.56,0
2025-02-28 10:29:18.000,0.318,0,2.56,0
2025-02-28 10:29:19.000,0.318,0,2.56,0
2025-02-28 10:29:20.000,0.318,0,2.56,0
2025-02-28 10:29:21.000,0.318,0,2.56,0
