"Time","control-project-56b89bcb95-qvbb6 / app-namespace / PKG","control-project-56b89bcb95-qvbb6 / app-namespace / DRAM","control-project-56b89bcb95-qvbb6 / app-namespace / OTHER","control-project-56b89bcb95-qvbb6 / app-namespace / GPU"
2025-02-26 15:11:16,0.0448,0,0.838,0
2025-02-26 15:11:17,0.0448,0,0.838,0
2025-02-26 15:11:18,0.0448,0,0.838,0
2025-02-26 15:11:19,0.0448,0,0.838,0
2025-02-26 15:11:20,0.0448,0,0.838,0
2025-02-26 15:11:21,0.0501,0,0.876,0
2025-02-26 15:11:22,0.0501,0,0.876,0
2025-02-26 15:11:23,0.0501,0,0.876,0
2025-02-26 15:11:24,0.0501,0,0.876,0
2025-02-26 15:11:25,0.0501,0,0.876,0
2025-02-26 15:11:26,0.0501,0,0.876,0
2025-02-26 15:11:27,0.0501,0,0.876,0
2025-02-26 15:11:28,0.0501,0,0.876,0
2025-02-26 15:11:29,0.0501,0,0.876,0
2025-02-26 15:11:30,0.0501,0,0.876,0
2025-02-26 15:11:31,0.0501,0,0.876,0
2025-02-26 15:11:32,0.0501,0,0.876,0
2025-02-26 15:11:33,0.0501,0,0.876,0
2025-02-26 15:11:34,0.0501,0,0.876,0
2025-02-26 15:11:35,0.0501,0,0.876,0
2025-02-26 15:11:36,0.0501,0,0.876,0
2025-02-26 15:11:37,0.0501,0,0.876,0
2025-02-26 15:11:38,0.0501,0,0.876,0
2025-02-26 15:11:39,0.0501,0,0.876,0
2025-02-26 15:11:40,0.0501,0,0.876,0
2025-02-26 15:11:41,0.0501,0,0.876,0
2025-02-26 15:11:42,0.0501,0,0.876,0
2025-02-26 15:11:43,0.0501,0,0.876,0
2025-02-26 15:11:44,0.0501,0,0.876,0
2025-02-26 15:11:45,0.0501,0,0.876,0
2025-02-26 15:11:46,0.0501,0,0.876,0
2025-02-26 15:11:47,0.0501,0,0.876,0
2025-02-26 15:11:48,0.0501,0,0.876,0
2025-02-26 15:11:49,0.0501,0,0.876,0
2025-02-26 15:11:50,0.0501,0,0.876,0
2025-02-26 15:11:51,0.199,0,1.22,0
2025-02-26 15:11:52,0.199,0,1.22,0
2025-02-26 15:11:53,0.199,0,1.22,0
2025-02-26 15:11:54,0.199,0,1.22,0
2025-02-26 15:11:55,0.199,0,1.22,0
2025-02-26 15:11:56,0.199,0,1.22,0
2025-02-26 15:11:57,0.199,0,1.22,0
2025-02-26 15:11:58,0.199,0,1.22,0
2025-02-26 15:11:59,0.199,0,1.22,0
2025-02-26 15:12:00,0.199,0,1.22,0
2025-02-26 15:12:01,0.199,0,1.22,0
2025-02-26 15:12:02,0.199,0,1.22,0
2025-02-26 15:12:03,0.199,0,1.22,0
2025-02-26 15:12:04,0.199,0,1.22,0
2025-02-26 15:12:05,0.199,0,1.22,0
2025-02-26 15:12:06,0.199,0,1.22,0
2025-02-26 15:12:07,0.199,0,1.22,0
2025-02-26 15:12:08,0.199,0,1.22,0
2025-02-26 15:12:09,0.199,0,1.22,0
2025-02-26 15:12:10,0.199,0,1.22,0
2025-02-26 15:12:11,0.199,0,1.22,0
2025-02-26 15:12:12,0.199,0,1.22,0
2025-02-26 15:12:13,0.199,0,1.22,0
2025-02-26 15:12:14,0.199,0,1.22,0
2025-02-26 15:12:15,0.199,0,1.22,0
2025-02-26 15:12:16,0.199,0,1.22,0
2025-02-26 15:12:17,0.199,0,1.22,0
2025-02-26 15:12:18,0.199,0,1.22,0
2025-02-26 15:12:19,0.199,0,1.22,0
2025-02-26 15:12:20,0.199,0,1.22,0
2025-02-26 15:12:21,0.236,0,1.04,0
2025-02-26 15:12:22,0.236,0,1.04,0
2025-02-26 15:12:23,0.236,0,1.04,0
2025-02-26 15:12:24,0.236,0,1.04,0
2025-02-26 15:12:25,0.236,0,1.04,0
2025-02-26 15:12:26,0.236,0,1.04,0
2025-02-26 15:12:27,0.236,0,1.04,0
2025-02-26 15:12:28,0.236,0,1.04,0
2025-02-26 15:12:29,0.236,0,1.04,0
2025-02-26 15:12:30,0.236,0,1.04,0
2025-02-26 15:12:31,0.236,0,1.04,0
2025-02-26 15:12:32,0.236,0,1.04,0
2025-02-26 15:12:33,0.236,0,1.04,0
2025-02-26 15:12:34,0.236,0,1.04,0
2025-02-26 15:12:35,0.236,0,1.04,0
2025-02-26 15:12:36,0.236,0,1.04,0
2025-02-26 15:12:37,0.236,0,1.04,0
2025-02-26 15:12:38,0.236,0,1.04,0
2025-02-26 15:12:39,0.236,0,1.04,0
2025-02-26 15:12:40,0.236,0,1.04,0
2025-02-26 15:12:41,0.236,0,1.04,0
2025-02-26 15:12:42,0.236,0,1.04,0
2025-02-26 15:12:43,0.236,0,1.04,0
2025-02-26 15:12:44,0.236,0,1.04,0
2025-02-26 15:12:45,0.236,0,1.04,0
2025-02-26 15:12:46,0.236,0,1.04,0
2025-02-26 15:12:47,0.236,0,1.04,0
2025-02-26 15:12:48,0.236,0,1.04,0
2025-02-26 15:12:49,0.236,0,1.04,0
2025-02-26 15:12:50,0.236,0,1.04,0
2025-02-26 15:12:51,0.264,0,0.795,0
2025-02-26 15:12:52,0.264,0,0.795,0
2025-02-26 15:12:53,0.264,0,0.795,0
2025-02-26 15:12:54,0.264,0,0.795,0
2025-02-26 15:12:55,0.264,0,0.795,0
2025-02-26 15:12:56,0.264,0,0.795,0
2025-02-26 15:12:57,0.264,0,0.795,0
2025-02-26 15:12:58,0.264,0,0.795,0
2025-02-26 15:12:59,0.264,0,0.795,0
2025-02-26 15:13:00,0.264,0,0.795,0
2025-02-26 15:13:01,0.264,0,0.795,0
2025-02-26 15:13:02,0.264,0,0.795,0
2025-02-26 15:13:03,0.264,0,0.795,0
2025-02-26 15:13:04,0.264,0,0.795,0
2025-02-26 15:13:05,0.264,0,0.795,0
2025-02-26 15:13:06,0.264,0,0.795,0
2025-02-26 15:13:07,0.264,0,0.795,0
2025-02-26 15:13:08,0.264,0,0.795,0
2025-02-26 15:13:09,0.264,0,0.795,0
2025-02-26 15:13:10,0.264,0,0.795,0
2025-02-26 15:13:11,0.264,0,0.795,0
2025-02-26 15:13:12,0.264,0,0.795,0
2025-02-26 15:13:13,0.264,0,0.795,0
2025-02-26 15:13:14,0.264,0,0.795,0
2025-02-26 15:13:15,0.264,0,0.795,0
2025-02-26 15:13:16,0.264,0,0.795,0
