"Time","control-project-799bdb68d7-s958z / app-namespace / PKG","control-project-799bdb68d7-s958z / app-namespace / DRAM","control-project-799bdb68d7-s958z / app-namespace / OTHER","control-project-799bdb68d7-s958z / app-namespace / GPU"
2025-02-26 10:48:58,0.000200,0.000100,0.000300,0
2025-02-26 10:48:59,0.000200,0.000100,0.000300,0
2025-02-26 10:49:00,0.000200,0.000100,0.000300,0
2025-02-26 10:49:01,0.000200,0.000100,0.000300,0
2025-02-26 10:49:02,0.000200,0.000100,0.000300,0
2025-02-26 10:49:03,0.000200,0.000100,0.000300,0
2025-02-26 10:49:04,0.000200,0.000100,0.000300,0
2025-02-26 10:49:05,0.000200,0.000100,0.000300,0
2025-02-26 10:49:06,0.000200,0.000100,0.000300,0
2025-02-26 10:49:07,0.000200,0.000100,0.000300,0
2025-02-26 10:49:08,0.000200,0.000100,0.000300,0
2025-02-26 10:49:09,0.000200,0.000100,0.000300,0
2025-02-26 10:49:10,0.000200,0.000100,0.000300,0
2025-02-26 10:49:11,0.000200,0.000100,0.000300,0
2025-02-26 10:49:12,0.000200,0.000100,0.000300,0
2025-02-26 10:49:13,0.000200,0.000100,0.000300,0
2025-02-26 10:49:14,0.000200,0.000100,0.000300,0
2025-02-26 10:49:15,0.000200,0.000100,0.000300,0
2025-02-26 10:49:16,0.000200,0.000100,0.000300,0
2025-02-26 10:49:17,0.000200,0.000100,0.000300,0
2025-02-26 10:49:18,0.000200,0.000100,0.000300,0
2025-02-26 10:49:19,0.000200,0.000100,0.000300,0
2025-02-26 10:49:20,0.000200,0.000100,0.000300,0
2025-02-26 10:49:21,0.000200,0.000100,0.000300,0
2025-02-26 10:49:22,0.000200,0.000100,0.000300,0
2025-02-26 10:49:23,0.000200,0.000100,0.000300,0
2025-02-26 10:49:24,0.000200,0.000100,0.000300,0
2025-02-26 10:49:25,0.000200,0.000100,0.000300,0
2025-02-26 10:49:26,0.000200,0.000100,0.000300,0
2025-02-26 10:49:27,0.000200,0.000100,0.000300,0
2025-02-26 10:49:28,0.000200,0.000100,0.000300,0
2025-02-26 10:49:29,0.000200,0.000100,0.000300,0
2025-02-26 10:49:30,0.000200,0.000100,0.000300,0
2025-02-26 10:49:31,0.000200,0.000100,0.000300,0
2025-02-26 10:49:32,0.000200,0.000100,0.000300,0
