Time,TOTAL
2025-05-13 13:44:09,1.0153
2025-05-13 13:44:10,1.0153
2025-05-13 13:44:11,1.0153
2025-05-13 13:44:12,1.0153
2025-05-13 13:44:13,1.0153
2025-05-13 13:44:14,1.0153
2025-05-13 13:44:15,1.0153
2025-05-13 13:44:16,1.0153
2025-05-13 13:44:17,1.0153
2025-05-13 13:44:18,1.0153
2025-05-13 13:44:19,1.0153
2025-05-13 13:44:20,1.0153
2025-05-13 13:44:21,1.0153
2025-05-13 13:44:22,1.0153
2025-05-13 13:44:23,1.0153
2025-05-13 13:44:24,1.0153
2025-05-13 13:44:25,1.0153
2025-05-13 13:44:26,1.0153
2025-05-13 13:44:27,1.0153
2025-05-13 13:44:28,1.0153
2025-05-13 13:44:29,1.0153
2025-05-13 13:44:30,1.0153
