"Time","control-project-56b89bcb95-qvbb6 / app-namespace / PKG","control-project-56b89bcb95-qvbb6 / app-namespace / DRAM","control-project-56b89bcb95-qvbb6 / app-namespace / OTHER","control-project-56b89bcb95-qvbb6 / app-namespace / GPU"
2025-02-26 15:45:19,0.0457,0,0.892,0
2025-02-26 15:45:20,0.0457,0,0.892,0
2025-02-26 15:45:21,0.0455,0,0.879,0
2025-02-26 15:45:22,0.0455,0,0.879,0
2025-02-26 15:45:23,0.0455,0,0.879,0
2025-02-26 15:45:24,0.0455,0,0.879,0
2025-02-26 15:45:25,0.0455,0,0.879,0
2025-02-26 15:45:26,0.0455,0,0.879,0
2025-02-26 15:45:27,0.0455,0,0.879,0
2025-02-26 15:45:28,0.0455,0,0.879,0
2025-02-26 15:45:29,0.0455,0,0.879,0
2025-02-26 15:45:30,0.0455,0,0.879,0
2025-02-26 15:45:31,0.0455,0,0.879,0
2025-02-26 15:45:32,0.0455,0,0.879,0
2025-02-26 15:45:33,0.0455,0,0.879,0
2025-02-26 15:45:34,0.0455,0,0.879,0
2025-02-26 15:45:35,0.0455,0,0.879,0
2025-02-26 15:45:36,0.0455,0,0.879,0
2025-02-26 15:45:37,0.0455,0,0.879,0
2025-02-26 15:45:38,0.0455,0,0.879,0
2025-02-26 15:45:39,0.0455,0,0.879,0
2025-02-26 15:45:40,0.0455,0,0.879,0
2025-02-26 15:45:41,0.0455,0,0.879,0
2025-02-26 15:45:42,0.0455,0,0.879,0
2025-02-26 15:45:43,0.0455,0,0.879,0
2025-02-26 15:45:44,0.0455,0,0.879,0
2025-02-26 15:45:45,0.0455,0,0.879,0
2025-02-26 15:45:46,0.0455,0,0.879,0
2025-02-26 15:45:47,0.0455,0,0.879,0
2025-02-26 15:45:48,0.0455,0,0.879,0
2025-02-26 15:45:49,0.0455,0,0.879,0
2025-02-26 15:45:50,0.0455,0,0.879,0
2025-02-26 15:45:51,0.455,0,3.08,0
2025-02-26 15:45:52,0.455,0,3.08,0
2025-02-26 15:45:53,0.455,0,3.08,0
2025-02-26 15:45:54,0.455,0,3.08,0
2025-02-26 15:45:55,0.455,0,3.08,0
2025-02-26 15:45:56,0.455,0,3.08,0
2025-02-26 15:45:57,0.455,0,3.08,0
2025-02-26 15:45:58,0.455,0,3.08,0
2025-02-26 15:45:59,0.455,0,3.08,0
2025-02-26 15:46:00,0.455,0,3.08,0
2025-02-26 15:46:01,0.455,0,3.08,0
2025-02-26 15:46:02,0.455,0,3.08,0
2025-02-26 15:46:03,0.455,0,3.08,0
2025-02-26 15:46:04,0.455,0,3.08,0
2025-02-26 15:46:05,0.455,0,3.08,0
2025-02-26 15:46:06,0.455,0,3.08,0
2025-02-26 15:46:07,0.455,0,3.08,0
2025-02-26 15:46:08,0.455,0,3.08,0
2025-02-26 15:46:09,0.455,0,3.08,0
2025-02-26 15:46:10,0.455,0,3.08,0
2025-02-26 15:46:11,0.455,0,3.08,0
2025-02-26 15:46:12,0.455,0,3.08,0
2025-02-26 15:46:13,0.455,0,3.08,0
2025-02-26 15:46:14,0.455,0,3.08,0
2025-02-26 15:46:15,0.455,0,3.08,0
2025-02-26 15:46:16,0.455,0,3.08,0
2025-02-26 15:46:17,0.455,0,3.08,0
2025-02-26 15:46:18,0.455,0,3.08,0
2025-02-26 15:46:19,0.455,0,3.08,0
2025-02-26 15:46:20,0.455,0,3.08,0
2025-02-26 15:46:21,0.371,0,1.60,0
2025-02-26 15:46:22,0.371,0,1.60,0
2025-02-26 15:46:23,0.371,0,1.60,0
2025-02-26 15:46:24,0.371,0,1.60,0
2025-02-26 15:46:25,0.371,0,1.60,0
2025-02-26 15:46:26,0.371,0,1.60,0
2025-02-26 15:46:27,0.371,0,1.60,0
