"Time","PKG","DRAM","OTHER","GPU"
2025-03-01 16:38:53,0.0449,0,0.877,0
2025-03-01 16:38:54,0.0449,0,0.877,0
2025-03-01 16:38:55,0.0446,0,0.869,0
2025-03-01 16:38:56,0.0446,0,0.869,0
2025-03-01 16:38:57,0.0446,0,0.869,0
2025-03-01 16:38:58,0.0446,0,0.869,0
2025-03-01 16:38:59,0.0446,0,0.869,0
2025-03-01 16:39:00,0.0446,0,0.869,0
2025-03-01 16:39:01,0.0446,0,0.869,0
2025-03-01 16:39:02,0.0446,0,0.869,0
2025-03-01 16:39:03,0.0446,0,0.869,0
2025-03-01 16:39:04,0.0446,0,0.869,0
2025-03-01 16:39:05,0.0446,0,0.869,0
2025-03-01 16:39:06,0.0446,0,0.869,0
2025-03-01 16:39:07,0.0446,0,0.869,0
2025-03-01 16:39:08,0.0446,0,0.869,0
2025-03-01 16:39:09,0.0446,0,0.869,0
2025-03-01 16:39:10,0.0446,0,0.869,0
2025-03-01 16:39:11,0.0446,0,0.869,0
2025-03-01 16:39:12,0.0446,0,0.869,0
2025-03-01 16:39:13,0.0446,0,0.869,0
2025-03-01 16:39:14,0.0446,0,0.869,0
2025-03-01 16:39:15,0.0446,0,0.869,0
2025-03-01 16:39:16,0.0446,0,0.869,0
2025-03-01 16:39:17,0.0446,0,0.869,0
2025-03-01 16:39:18,0.0446,0,0.869,0
2025-03-01 16:39:19,0.0446,0,0.869,0
2025-03-01 16:39:20,0.0446,0,0.869,0
2025-03-01 16:39:21,0.0446,0,0.869,0
2025-03-01 16:39:22,0.0446,0,0.869,0
2025-03-01 16:39:23,0.0446,0,0.869,0
2025-03-01 16:39:24,0.0446,0,0.869,0
2025-03-01 16:39:25,0.835,0,6.25,0
2025-03-01 16:39:26,0.835,0,6.25,0
2025-03-01 16:39:27,0.835,0,6.25,0
2025-03-01 16:39:28,0.835,0,6.25,0
2025-03-01 16:39:29,0.835,0,6.25,0
2025-03-01 16:39:30,0.835,0,6.25,0
2025-03-01 16:39:31,0.835,0,6.25,0
2025-03-01 16:39:32,0.835,0,6.25,0
2025-03-01 16:39:33,0.835,0,6.25,0
2025-03-01 16:39:34,0.835,0,6.25,0
2025-03-01 16:39:35,0.835,0,6.25,0
2025-03-01 16:39:36,0.835,0,6.25,0
2025-03-01 16:39:37,0.835,0,6.25,0
2025-03-01 16:39:38,0.835,0,6.25,0
2025-03-01 16:39:39,0.835,0,6.25,0
2025-03-01 16:39:40,0.835,0,6.25,0
