"Time","control-project-56b89bcb95-wj5t5 / app-namespace / PKG","control-project-56b89bcb95-wj5t5 / app-namespace / DRAM","control-project-56b89bcb95-wj5t5 / app-namespace / OTHER","control-project-56b89bcb95-wj5t5 / app-namespace / GPU"
2025-02-28 09:46:19.000,0.0521,0,1.09,0
2025-02-28 09:46:20.000,0.0521,0,1.09,0
2025-02-28 09:46:21.000,0.0521,0,1.09,0
2025-02-28 09:46:22.000,0.0521,0,1.09,0
2025-02-28 09:46:23.000,0.0521,0,1.09,0
2025-02-28 09:46:24.000,0.0521,0,1.09,0
2025-02-28 09:46:25.000,0.0521,0,1.09,0
2025-02-28 09:46:26.000,0.0521,0,1.09,0
2025-02-28 09:46:27.000,0.0521,0,1.09,0
2025-02-28 09:46:28.000,0.0521,0,1.09,0
2025-02-28 09:46:29.000,0.0521,0,1.09,0
2025-02-28 09:46:30.000,0.249,0,1.54,0
2025-02-28 09:46:31.000,0.249,0,1.54,0
2025-02-28 09:46:32.000,0.249,0,1.54,0
2025-02-28 09:46:33.000,0.249,0,1.54,0
2025-02-28 09:46:34.000,0.249,0,1.54,0
2025-02-28 09:46:35.000,0.249,0,1.54,0
2025-02-28 09:46:36.000,0.249,0,1.54,0
2025-02-28 09:46:37.000,0.249,0,1.54,0
2025-02-28 09:46:38.000,0.249,0,1.54,0
2025-02-28 09:46:39.000,0.249,0,1.54,0
2025-02-28 09:46:40.000,0.249,0,1.54,0
2025-02-28 09:46:41.000,0.249,0,1.54,0
2025-02-28 09:46:42.000,0.249,0,1.54,0
2025-02-28 09:46:43.000,0.249,0,1.54,0
2025-02-28 09:46:44.000,0.249,0,1.54,0
2025-02-28 09:46:45.000,0.249,0,1.54,0
2025-02-28 09:46:46.000,0.249,0,1.54,0
2025-02-28 09:46:47.000,0.249,0,1.54,0
2025-02-28 09:46:48.000,0.249,0,1.54,0
2025-02-28 09:46:49.000,0.249,0,1.54,0
2025-02-28 09:46:50.000,0.249,0,1.54,0
2025-02-28 09:46:51.000,0.249,0,1.54,0
2025-02-28 09:46:52.000,0.249,0,1.54,0
2025-02-28 09:46:53.000,0.249,0,1.54,0
2025-02-28 09:46:54.000,0.249,0,1.54,0
2025-02-28 09:46:55.000,0.249,0,1.54,0
2025-02-28 09:46:56.000,0.249,0,1.54,0
2025-02-28 09:46:57.000,0.249,0,1.54,0
