"Time","control-project-56b89bcb95-wj5t5 / app-namespace / PKG","control-project-56b89bcb95-wj5t5 / app-namespace / DRAM","control-project-56b89bcb95-wj5t5 / app-namespace / OTHER","control-project-56b89bcb95-wj5t5 / app-namespace / GPU"
2025-02-28 09:50:54.000,0.0543,0,1.11,0
2025-02-28 09:50:55.000,0.0543,0,1.11,0
2025-02-28 09:50:56.000,0.0543,0,1.11,0
2025-02-28 09:50:57.000,0.0543,0,1.11,0
2025-02-28 09:50:58.000,0.0543,0,1.11,0
2025-02-28 09:50:59.000,0.0543,0,1.11,0
2025-02-28 09:51:00.000,0.108,0,1.28,0
2025-02-28 09:51:01.000,0.108,0,1.28,0
2025-02-28 09:51:02.000,0.108,0,1.28,0
2025-02-28 09:51:03.000,0.108,0,1.28,0
2025-02-28 09:51:04.000,0.108,0,1.28,0
2025-02-28 09:51:05.000,0.108,0,1.28,0
2025-02-28 09:51:06.000,0.108,0,1.28,0
2025-02-28 09:51:07.000,0.108,0,1.28,0
2025-02-28 09:51:08.000,0.108,0,1.28,0
2025-02-28 09:51:09.000,0.108,0,1.28,0
2025-02-28 09:51:10.000,0.108,0,1.28,0
2025-02-28 09:51:11.000,0.108,0,1.28,0
2025-02-28 09:51:12.000,0.108,0,1.28,0
2025-02-28 09:51:13.000,0.108,0,1.28,0
2025-02-28 09:51:14.000,0.108,0,1.28,0
2025-02-28 09:51:15.000,0.108,0,1.28,0
2025-02-28 09:51:16.000,0.108,0,1.28,0
2025-02-28 09:51:17.000,0.108,0,1.28,0
2025-02-28 09:51:18.000,0.108,0,1.28,0
2025-02-28 09:51:19.000,0.108,0,1.28,0
2025-02-28 09:51:20.000,0.108,0,1.28,0
2025-02-28 09:51:21.000,0.108,0,1.28,0
2025-02-28 09:51:22.000,0.108,0,1.28,0
2025-02-28 09:51:23.000,0.108,0,1.28,0
2025-02-28 09:51:24.000,0.108,0,1.28,0
2025-02-28 09:51:25.000,0.108,0,1.28,0
2025-02-28 09:51:26.000,0.108,0,1.28,0
2025-02-28 09:51:27.000,0.108,0,1.28,0
2025-02-28 09:51:28.000,0.108,0,1.28,0
2025-02-28 09:51:29.000,0.108,0,1.28,0
2025-02-28 09:51:30.000,0.717,0,2.78,0
