"Time","PKG","DRAM","OTHER","GPU"
2025-03-02 19:12:26,0.0509,0,1.06,0
2025-03-02 19:12:27,0.0509,0,1.06,0
2025-03-02 19:12:28,0.0509,0,1.06,0
2025-03-02 19:12:29,0.0509,0,1.06,0
2025-03-02 19:12:30,0.0509,0,1.06,0
2025-03-02 19:12:31,0.0509,0,1.06,0
2025-03-02 19:12:32,0.0509,0,1.06,0
2025-03-02 19:12:33,0.0509,0,1.06,0
2025-03-02 19:12:34,0.0509,0,1.06,0
2025-03-02 19:12:35,0.0509,0,1.06,0
2025-03-02 19:12:36,0.0509,0,1.06,0
2025-03-02 19:12:37,0.0509,0,1.06,0
2025-03-02 19:12:38,0.0509,0,1.06,0
2025-03-02 19:12:39,0.0509,0,1.06,0
2025-03-02 19:12:40,0.0509,0,1.06,0
2025-03-02 19:12:41,0.0509,0,1.06,0
2025-03-02 19:12:42,0.0509,0,1.06,0
2025-03-02 19:12:43,0.0509,0,1.06,0
2025-03-02 19:12:44,0.0509,0,1.06,0
2025-03-02 19:12:45,0.0509,0,1.06,0
2025-03-02 19:12:46,0.0509,0,1.06,0
2025-03-02 19:12:47,0.0509,0,1.06,0
2025-03-02 19:12:48,0.0509,0,1.06,0
2025-03-02 19:12:49,0.0509,0,1.06,0
2025-03-02 19:12:50,0.678,0,5.14,0
2025-03-02 19:12:51,0.678,0,5.14,0
2025-03-02 19:12:52,0.678,0,5.14,0
2025-03-02 19:12:53,0.678,0,5.14,0
2025-03-02 19:12:54,0.678,0,5.14,0
2025-03-02 19:12:55,0.678,0,5.14,0
2025-03-02 19:12:56,0.678,0,5.14,0
2025-03-02 19:12:57,0.678,0,5.14,0
2025-03-02 19:12:58,0.678,0,5.14,0
2025-03-02 19:12:59,0.678,0,5.14,0
2025-03-02 19:13:00,0.678,0,5.14,0
2025-03-02 19:13:01,0.678,0,5.14,0
2025-03-02 19:13:02,0.678,0,5.14,0
2025-03-02 19:13:03,0.678,0,5.14,0
2025-03-02 19:13:04,0.678,0,5.14,0
2025-03-02 19:13:05,0.678,0,5.14,0
2025-03-02 19:13:06,0.678,0,5.14,0
2025-03-02 19:13:07,0.678,0,5.14,0
2025-03-02 19:13:08,0.678,0,5.14,0
