"Time","control-project-56b89bcb95-wj5t5 / app-namespace / PKG","control-project-56b89bcb95-wj5t5 / app-namespace / DRAM","control-project-56b89bcb95-wj5t5 / app-namespace / OTHER","control-project-56b89bcb95-wj5t5 / app-namespace / GPU"
2025-02-28 09:30:53.000,0.0450,0,0.914,0
2025-02-28 09:30:54.000,0.0450,0,0.914,0
2025-02-28 09:30:55.000,0.0450,0,0.914,0
2025-02-28 09:30:56.000,0.0450,0,0.914,0
2025-02-28 09:30:57.000,0.0450,0,0.914,0
2025-02-28 09:30:58.000,0.0450,0,0.914,0
2025-02-28 09:30:59.000,0.0450,0,0.914,0
2025-02-28 09:31:00.000,0.140,0,1.38,0
2025-02-28 09:31:01.000,0.140,0,1.38,0
2025-02-28 09:31:02.000,0.140,0,1.38,0
2025-02-28 09:31:03.000,0.140,0,1.38,0
2025-02-28 09:31:04.000,0.140,0,1.38,0
2025-02-28 09:31:05.000,0.140,0,1.38,0
2025-02-28 09:31:06.000,0.140,0,1.38,0
2025-02-28 09:31:07.000,0.140,0,1.38,0
2025-02-28 09:31:08.000,0.140,0,1.38,0
2025-02-28 09:31:09.000,0.140,0,1.38,0
2025-02-28 09:31:10.000,0.140,0,1.38,0
2025-02-28 09:31:11.000,0.140,0,1.38,0
2025-02-28 09:31:12.000,0.140,0,1.38,0
2025-02-28 09:31:13.000,0.140,0,1.38,0
2025-02-28 09:31:14.000,0.140,0,1.38,0
2025-02-28 09:31:15.000,0.140,0,1.38,0
2025-02-28 09:31:16.000,0.140,0,1.38,0
2025-02-28 09:31:17.000,0.140,0,1.38,0
2025-02-28 09:31:18.000,0.140,0,1.38,0
2025-02-28 09:31:19.000,0.140,0,1.38,0
2025-02-28 09:31:20.000,0.140,0,1.38,0
2025-02-28 09:31:21.000,0.140,0,1.38,0
2025-02-28 09:31:22.000,0.140,0,1.38,0
2025-02-28 09:31:23.000,0.140,0,1.38,0
2025-02-28 09:31:24.000,0.140,0,1.38,0
2025-02-28 09:31:25.000,0.140,0,1.38,0
2025-02-28 09:31:26.000,0.140,0,1.38,0
2025-02-28 09:31:27.000,0.140,0,1.38,0
2025-02-28 09:31:28.000,0.140,0,1.38,0
2025-02-28 09:31:29.000,0.140,0,1.38,0
2025-02-28 09:31:30.000,0.785,0,4.11,0
2025-02-28 09:31:31.000,0.785,0,4.11,0
2025-02-28 09:31:32.000,0.785,0,4.11,0
2025-02-28 09:31:33.000,0.785,0,4.11,0
2025-02-28 09:31:34.000,0.785,0,4.11,0
2025-02-28 09:31:35.000,0.785,0,4.11,0
2025-02-28 09:31:36.000,0.785,0,4.11,0
2025-02-28 09:31:37.000,0.785,0,4.11,0
2025-02-28 09:31:38.000,0.785,0,4.11,0
2025-02-28 09:31:39.000,0.785,0,4.11,0
2025-02-28 09:31:40.000,0.785,0,4.11,0
