"Time","control-project-799bdb68d7-s958z / app-namespace / PKG","control-project-799bdb68d7-s958z / app-namespace / DRAM","control-project-799bdb68d7-s958z / app-namespace / OTHER","control-project-799bdb68d7-s958z / app-namespace / GPU"
2025-02-26 10:40:17,0.000700,0.000200,0.00180,0
2025-02-26 10:40:18,0.000700,0.000200,0.00180,0
2025-02-26 10:40:19,0.000700,0.000200,0.00180,0
2025-02-26 10:40:20,0.000700,0.000200,0.00180,0
2025-02-26 10:40:21,0.000300,0.000100,0.000700,0
2025-02-26 10:40:22,0.000300,0.000100,0.000700,0
2025-02-26 10:40:23,0.000300,0.000100,0.000700,0
2025-02-26 10:40:24,0.000300,0.000100,0.000700,0
2025-02-26 10:40:25,0.000300,0.000100,0.000700,0
2025-02-26 10:40:26,0.000300,0.000100,0.000700,0
2025-02-26 10:40:27,0.000300,0.000100,0.000700,0
2025-02-26 10:40:28,0.000300,0.000100,0.000700,0
2025-02-26 10:40:29,0.000300,0.000100,0.000700,0
2025-02-26 10:40:30,0.000300,0.000100,0.000700,0
2025-02-26 10:40:31,0.000300,0.000100,0.000700,0
2025-02-26 10:40:32,0.000300,0.000100,0.000700,0
2025-02-26 10:40:33,0.000300,0.000100,0.000700,0
2025-02-26 10:40:34,0.000300,0.000100,0.000700,0
2025-02-26 10:40:35,0.000300,0.000100,0.000700,0
2025-02-26 10:40:36,0.000300,0.000100,0.000700,0
2025-02-26 10:40:37,0.000300,0.000100,0.000700,0
2025-02-26 10:40:38,0.000300,0.000100,0.000700,0
2025-02-26 10:40:39,0.000300,0.000100,0.000700,0
2025-02-26 10:40:40,0.000300,0.000100,0.000700,0
2025-02-26 10:40:41,0.000300,0.000100,0.000700,0
2025-02-26 10:40:42,0.000300,0.000100,0.000700,0
2025-02-26 10:40:43,0.000300,0.000100,0.000700,0
2025-02-26 10:40:44,0.000300,0.000100,0.000700,0
2025-02-26 10:40:45,0.000300,0.000100,0.000700,0
2025-02-26 10:40:46,0.000300,0.000100,0.000700,0
2025-02-26 10:40:47,0.000300,0.000100,0.000700,0
2025-02-26 10:40:48,0.000300,0.000100,0.000700,0
2025-02-26 10:40:49,0.000300,0.000100,0.000700,0
2025-02-26 10:40:50,0.000300,0.000100,0.000700,0
2025-02-26 10:40:51,0.000200,0.000100,0.000300,0
2025-02-26 10:40:52,0.000200,0.000100,0.000300,0
2025-02-26 10:40:53,0.000200,0.000100,0.000300,0
2025-02-26 10:40:54,0.000200,0.000100,0.000300,0
2025-02-26 10:40:55,0.000200,0.000100,0.000300,0
2025-02-26 10:40:56,0.000200,0.000100,0.000300,0
2025-02-26 10:40:57,0.000200,0.000100,0.000300,0
2025-02-26 10:40:58,0.000200,0.000100,0.000300,0
2025-02-26 10:40:59,0.000200,0.000100,0.000300,0
2025-02-26 10:41:00,0.000200,0.000100,0.000300,0
2025-02-26 10:41:01,0.000200,0.000100,0.000300,0
2025-02-26 10:41:02,0.000200,0.000100,0.000300,0
2025-02-26 10:41:03,0.000200,0.000100,0.000300,0
2025-02-26 10:41:04,0.000200,0.000100,0.000300,0
2025-02-26 10:41:05,0.000200,0.000100,0.000300,0
2025-02-26 10:41:06,0.000200,0.000100,0.000300,0
2025-02-26 10:41:07,0.000200,0.000100,0.000300,0
2025-02-26 10:41:08,0.000200,0.000100,0.000300,0
2025-02-26 10:41:09,0.000200,0.000100,0.000300,0
2025-02-26 10:41:10,0.000200,0.000100,0.000300,0
2025-02-26 10:41:11,0.000200,0.000100,0.000300,0
2025-02-26 10:41:12,0.000200,0.000100,0.000300,0
2025-02-26 10:41:13,0.000200,0.000100,0.000300,0
2025-02-26 10:41:14,0.000200,0.000100,0.000300,0
2025-02-26 10:41:15,0.000200,0.000100,0.000300,0
2025-02-26 10:41:16,0.000200,0.000100,0.000300,0
2025-02-26 10:41:17,0.000200,0.000100,0.000300,0
2025-02-26 10:41:18,0.000200,0.000100,0.000300,0
2025-02-26 10:41:19,0.000200,0.000100,0.000300,0
2025-02-26 10:41:20,0.000200,0.000100,0.000300,0
2025-02-26 10:41:21,0.000200,0.000100,0.000300,0
2025-02-26 10:41:22,0.000200,0.000100,0.000300,0
2025-02-26 10:41:23,0.000200,0.000100,0.000300,0
2025-02-26 10:41:24,0.000200,0.000100,0.000300,0
