"Time","control-project-56b89bcb95-wj5t5 / app-namespace / PKG","control-project-56b89bcb95-wj5t5 / app-namespace / DRAM","control-project-56b89bcb95-wj5t5 / app-namespace / OTHER","control-project-56b89bcb95-wj5t5 / app-namespace / GPU"
2025-02-28 09:39:56,0.0481,0,1.03,0
2025-02-28 09:39:57,0.0481,0,1.03,0
2025-02-28 09:39:58,0.0481,0,1.03,0
2025-02-28 09:39:59,0.0481,0,1.03,0
2025-02-28 09:40:00,0.0929,0,1.39,0
2025-02-28 09:40:01,0.0929,0,1.39,0
2025-02-28 09:40:02,0.0929,0,1.39,0
2025-02-28 09:40:03,0.0929,0,1.39,0
2025-02-28 09:40:04,0.0929,0,1.39,0
2025-02-28 09:40:05,0.0929,0,1.39,0
2025-02-28 09:40:06,0.0929,0,1.39,0
2025-02-28 09:40:07,0.0929,0,1.39,0
2025-02-28 09:40:08,0.0929,0,1.39,0
2025-02-28 09:40:09,0.0929,0,1.39,0
2025-02-28 09:40:10,0.0929,0,1.39,0
2025-02-28 09:40:11,0.0929,0,1.39,0
2025-02-28 09:40:12,0.0929,0,1.39,0
2025-02-28 09:40:13,0.0929,0,1.39,0
2025-02-28 09:40:14,0.0929,0,1.39,0
2025-02-28 09:40:15,0.0929,0,1.39,0
2025-02-28 09:40:16,0.0929,0,1.39,0
2025-02-28 09:40:17,0.0929,0,1.39,0
2025-02-28 09:40:18,0.0929,0,1.39,0
2025-02-28 09:40:19,0.0929,0,1.39,0
2025-02-28 09:40:20,0.0929,0,1.39,0
2025-02-28 09:40:21,0.0929,0,1.39,0
2025-02-28 09:40:22,0.0929,0,1.39,0
2025-02-28 09:40:23,0.0929,0,1.39,0
2025-02-28 09:40:24,0.0929,0,1.39,0
2025-02-28 09:40:25,0.0929,0,1.39,0
2025-02-28 09:40:26,0.0929,0,1.39,0
2025-02-28 09:40:27,0.0929,0,1.39,0
2025-02-28 09:40:28,0.0929,0,1.39,0
2025-02-28 09:40:29,0.0929,0,1.39,0
2025-02-28 09:40:30,0.874,0,5.50,0
2025-02-28 09:40:31,0.874,0,5.50,0
2025-02-28 09:40:32,0.874,0,5.50,0
2025-02-28 09:40:33,0.874,0,5.50,0
2025-02-28 09:40:34,0.874,0,5.50,0
2025-02-28 09:40:35,0.874,0,5.50,0
2025-02-28 09:40:36,0.874,0,5.50,0
2025-02-28 09:40:37,0.874,0,5.50,0
2025-02-28 09:40:38,0.874,0,5.50,0
2025-02-28 09:40:39,0.874,0,5.50,0
2025-02-28 09:40:40,0.874,0,5.50,0
2025-02-28 09:40:41,0.874,0,5.50,0
2025-02-28 09:40:42,0.874,0,5.50,0
2025-02-28 09:40:43,0.874,0,5.50,0
2025-02-28 09:40:44,0.874,0,5.50,0
2025-02-28 09:40:45,0.874,0,5.50,0
2025-02-28 09:40:46,0.874,0,5.50,0
2025-02-28 09:40:47,0.874,0,5.50,0
2025-02-28 09:40:48,0.874,0,5.50,0
2025-02-28 09:40:49,0.874,0,5.50,0
2025-02-28 09:40:50,0.874,0,5.50,0
2025-02-28 09:40:51,0.874,0,5.50,0
2025-02-28 09:40:52,0.874,0,5.50,0
2025-02-28 09:40:53,0.874,0,5.50,0
2025-02-28 09:40:54,0.874,0,5.50,0
2025-02-28 09:40:55,0.874,0,5.50,0
2025-02-28 09:40:56,0.874,0,5.50,0
2025-02-28 09:40:57,0.874,0,5.50,0
2025-02-28 09:40:58,0.874,0,5.50,0
