"Time","control-project-799bdb68d7-s958z / app-namespace / PKG","control-project-799bdb68d7-s958z / app-namespace / DRAM","control-project-799bdb68d7-s958z / app-namespace / OTHER","control-project-799bdb68d7-s958z / app-namespace / GPU"
2025-02-26 11:07:55.000,0.000200,0.000100,0.000300,0
2025-02-26 11:07:56.000,0.000200,0.000100,0.000300,0
2025-02-26 11:07:57.000,0.000200,0.000100,0.000300,0
2025-02-26 11:07:58.000,0.000200,0.000100,0.000300,0
2025-02-26 11:07:59.000,0.000200,0.000100,0.000300,0
2025-02-26 11:08:00.000,0.000200,0.000100,0.000300,0
2025-02-26 11:08:01.000,0.000200,0.000100,0.000300,0
2025-02-26 11:08:02.000,0.000200,0.000100,0.000300,0
2025-02-26 11:08:03.000,0.000200,0.000100,0.000300,0
2025-02-26 11:08:04.000,0.000200,0.000100,0.000300,0
2025-02-26 11:08:05.000,0.000200,0.000100,0.000300,0
2025-02-26 11:08:06.000,0.000200,0.000100,0.000300,0
2025-02-26 11:08:07.000,0.000200,0.000100,0.000300,0
2025-02-26 11:08:08.000,0.000200,0.000100,0.000300,0
2025-02-26 11:08:09.000,0.000200,0.000100,0.000300,0
2025-02-26 11:08:10.000,0.000200,0.000100,0.000300,0
2025-02-26 11:08:11.000,0.000200,0.000100,0.000300,0
2025-02-26 11:08:12.000,0.000200,0.000100,0.000300,0
2025-02-26 11:08:13.000,0.000200,0.000100,0.000300,0
2025-02-26 11:08:14.000,0.000200,0.000100,0.000300,0
2025-02-26 11:08:15.000,0.000200,0.000100,0.000300,0
2025-02-26 11:08:16.000,0.000200,0.000100,0.000300,0
2025-02-26 11:08:17.000,0.000200,0.000100,0.000300,0
2025-02-26 11:08:18.000,0.000200,0.000100,0.000300,0
2025-02-26 11:08:19.000,0.000200,0.000100,0.000300,0
