"Time","control-project-56b89bcb95-wj5t5 / app-namespace / PKG","control-project-56b89bcb95-wj5t5 / app-namespace / DRAM","control-project-56b89bcb95-wj5t5 / app-namespace / OTHER","control-project-56b89bcb95-wj5t5 / app-namespace / GPU"
2025-02-28 10:31:00.000,0.310,0,2.31,0
2025-02-28 10:31:01.000,0.310,0,2.31,0
2025-02-28 10:31:02.000,0.310,0,2.31,0
2025-02-28 10:31:03.000,0.310,0,2.31,0
2025-02-28 10:31:04.000,0.310,0,2.31,0
2025-02-28 10:31:05.000,0.310,0,2.31,0
2025-02-28 10:31:06.000,0.283,0,1.85,0
2025-02-28 10:31:07.000,0.283,0,1.85,0
2025-02-28 10:31:08.000,0.283,0,1.85,0
2025-02-28 10:31:09.000,0.283,0,1.85,0
2025-02-28 10:31:10.000,0.283,0,1.85,0
2025-02-28 10:31:11.000,0.283,0,1.85,0
2025-02-28 10:31:12.000,0.283,0,1.85,0
2025-02-28 10:31:13.000,0.283,0,1.85,0
2025-02-28 10:31:14.000,0.283,0,1.85,0
2025-02-28 10:31:15.000,0.283,0,1.85,0
2025-02-28 10:31:16.000,0.283,0,1.85,0
2025-02-28 10:31:17.000,0.283,0,1.85,0
2025-02-28 10:31:18.000,0.283,0,1.85,0
2025-02-28 10:31:19.000,0.283,0,1.85,0
2025-02-28 10:31:20.000,0.283,0,1.85,0
2025-02-28 10:31:21.000,0.283,0,1.85,0
2025-02-28 10:31:22.000,0.283,0,1.85,0
2025-02-28 10:31:23.000,0.283,0,1.85,0
2025-02-28 10:31:24.000,0.283,0,1.85,0
2025-02-28 10:31:25.000,0.283,0,1.85,0
2025-02-28 10:31:26.000,0.283,0,1.85,0
2025-02-28 10:31:27.000,0.283,0,1.85,0
2025-02-28 10:31:28.000,0.283,0,1.85,0
2025-02-28 10:31:29.000,0.283,0,1.85,0
2025-02-28 10:31:30.000,0.283,0,1.85,0
2025-02-28 10:31:31.000,0.283,0,1.85,0
2025-02-28 10:31:32.000,0.283,0,1.85,0
2025-02-28 10:31:33.000,0.283,0,1.85,0
2025-02-28 10:31:34.000,0.283,0,1.85,0
2025-02-28 10:31:35.000,0.283,0,1.85,0
2025-02-28 10:31:36.000,0.171,0,1.32,0
2025-02-28 10:31:37.000,0.171,0,1.32,0
2025-02-28 10:31:38.000,0.171,0,1.32,0
2025-02-28 10:31:39.000,0.171,0,1.32,0
2025-02-28 10:31:40.000,0.171,0,1.32,0
