"Time","PKG","DRAM","OTHER","GPU"
2025-03-02 20:51:48,0.0547,0,1.03,0
2025-03-02 20:51:49,0.0547,0,1.03,0
2025-03-02 20:51:50,0.0547,0,1.03,0
2025-03-02 20:51:51,0.0547,0,1.03,0
2025-03-02 20:51:52,0.0547,0,1.03,0
2025-03-02 20:51:53,0.0547,0,1.03,0
2025-03-02 20:51:54,0.0547,0,1.03,0
2025-03-02 20:51:55,0.0547,0,1.03,0
2025-03-02 20:51:56,0.0547,0,1.03,0
2025-03-02 20:51:57,0.0547,0,1.03,0
2025-03-02 20:51:58,0.0547,0,1.03,0
2025-03-02 20:51:59,0.0547,0,1.03,0
2025-03-02 20:52:00,0.0547,0,1.03,0
2025-03-02 20:52:01,0.0547,0,1.03,0
2025-03-02 20:52:02,0.0547,0,1.03,0
2025-03-02 20:52:03,0.0547,0,1.03,0
2025-03-02 20:52:04,0.0547,0,1.03,0
2025-03-02 20:52:05,0.0547,0,1.03,0
2025-03-02 20:52:06,0.0547,0,1.03,0
2025-03-02 20:52:07,0.547,0,2.90,0
2025-03-02 20:52:08,0.547,0,2.90,0
2025-03-02 20:52:09,0.547,0,2.90,0
2025-03-02 20:52:10,0.547,0,2.90,0
2025-03-02 20:52:11,0.547,0,2.90,0
2025-03-02 20:52:12,0.547,0,2.90,0
2025-03-02 20:52:13,0.547,0,2.90,0
2025-03-02 20:52:14,0.547,0,2.90,0
2025-03-02 20:52:15,0.547,0,2.90,0
2025-03-02 20:52:16,0.547,0,2.90,0
2025-03-02 20:52:17,0.547,0,2.90,0
2025-03-02 20:52:18,0.547,0,2.90,0
2025-03-02 20:52:19,0.547,0,2.90,0
2025-03-02 20:52:20,0.547,0,2.90,0
2025-03-02 20:52:21,0.547,0,2.90,0
2025-03-02 20:52:22,0.547,0,2.90,0
2025-03-02 20:52:23,0.547,0,2.90,0
2025-03-02 20:52:24,0.547,0,2.90,0
2025-03-02 20:52:25,0.547,0,2.90,0
2025-03-02 20:52:26,0.547,0,2.90,0
2025-03-02 20:52:27,0.547,0,2.90,0
2025-03-02 20:52:28,0.547,0,2.90,0
2025-03-02 20:52:29,0.547,0,2.90,0
2025-03-02 20:52:30,0.547,0,2.90,0
2025-03-02 20:52:31,0.547,0,2.90,0
2025-03-02 20:52:32,0.547,0,2.90,0
2025-03-02 20:52:33,0.547,0,2.90,0
2025-03-02 20:52:34,0.547,0,2.90,0
2025-03-02 20:52:35,0.547,0,2.90,0
