"Time","control-project-56b89bcb95-xhkpw / app-namespace / PKG","control-project-56b89bcb95-xhkpw / app-namespace / DRAM","control-project-56b89bcb95-xhkpw / app-namespace / OTHER","control-project-56b89bcb95-xhkpw / app-namespace / GPU"
2025-03-01 16:54:57,0.0465,0,0.878,0
2025-03-01 16:54:58,0.0465,0,0.878,0
2025-03-01 16:54:59,0.0465,0,0.878,0
2025-03-01 16:55:00,0.0465,0,0.878,0
2025-03-01 16:55:01,0.0465,0,0.878,0
2025-03-01 16:55:02,0.0465,0,0.878,0
2025-03-01 16:55:03,0.0465,0,0.878,0
2025-03-01 16:55:04,0.0465,0,0.878,0
2025-03-01 16:55:05,0.0465,0,0.878,0
2025-03-01 16:55:06,0.0465,0,0.878,0
2025-03-01 16:55:07,0.0465,0,0.878,0
2025-03-01 16:55:08,0.0465,0,0.878,0
2025-03-01 16:55:09,0.0465,0,0.878,0
2025-03-01 16:55:10,0.0465,0,0.878,0
2025-03-01 16:55:11,0.0465,0,0.878,0
2025-03-01 16:55:12,0.0465,0,0.878,0
2025-03-01 16:55:13,0.0465,0,0.878,0
2025-03-01 16:55:14,0.0465,0,0.878,0
2025-03-01 16:55:15,0.0465,0,0.878,0
2025-03-01 16:55:16,0.0465,0,0.878,0
2025-03-01 16:55:17,0.0465,0,0.878,0
2025-03-01 16:55:18,0.0465,0,0.878,0
2025-03-01 16:55:19,0.0465,0,0.878,0
2025-03-01 16:55:20,0.0465,0,0.878,0
2025-03-01 16:55:21,0.0465,0,0.878,0
2025-03-01 16:55:22,0.0465,0,0.878,0
2025-03-01 16:55:23,0.0465,0,0.878,0
2025-03-01 16:55:24,0.0465,0,0.878,0
2025-03-01 16:55:25,0.892,0,3.28,0
2025-03-01 16:55:26,0.892,0,3.28,0
2025-03-01 16:55:27,0.892,0,3.28,0
2025-03-01 16:55:28,0.892,0,3.28,0
2025-03-01 16:55:29,0.892,0,3.28,0
2025-03-01 16:55:30,0.892,0,3.28,0
2025-03-01 16:55:31,0.892,0,3.28,0
2025-03-01 16:55:32,0.892,0,3.28,0
2025-03-01 16:55:33,0.892,0,3.28,0
2025-03-01 16:55:34,0.892,0,3.28,0
2025-03-01 16:55:35,0.892,0,3.28,0
2025-03-01 16:55:36,0.892,0,3.28,0
2025-03-01 16:55:37,0.892,0,3.28,0
2025-03-01 16:55:38,0.892,0,3.28,0
2025-03-01 16:55:39,0.892,0,3.28,0
2025-03-01 16:55:40,0.892,0,3.28,0
2025-03-01 16:55:41,0.892,0,3.28,0
2025-03-01 16:55:42,0.892,0,3.28,0
2025-03-01 16:55:43,0.892,0,3.28,0
2025-03-01 16:55:44,0.892,0,3.28,0
2025-03-01 16:55:45,0.892,0,3.28,0
2025-03-01 16:55:46,0.892,0,3.28,0
2025-03-01 16:55:47,0.892,0,3.28,0
2025-03-01 16:55:48,0.892,0,3.28,0
2025-03-01 16:55:49,0.892,0,3.28,0
2025-03-01 16:55:50,0.892,0,3.28,0
2025-03-01 16:55:51,0.892,0,3.28,0
2025-03-01 16:55:52,0.892,0,3.28,0
2025-03-01 16:55:53,0.892,0,3.28,0
2025-03-01 16:55:54,0.892,0,3.28,0
2025-03-01 16:55:55,1.18,0,3.62,0
2025-03-01 16:55:56,1.18,0,3.62,0
2025-03-01 16:55:57,1.18,0,3.62,0
2025-03-01 16:55:58,1.18,0,3.62,0
2025-03-01 16:55:59,1.18,0,3.62,0
2025-03-01 16:56:00,1.18,0,3.62,0
2025-03-01 16:56:01,1.18,0,3.62,0
2025-03-01 16:56:02,1.18,0,3.62,0
2025-03-01 16:56:03,1.18,0,3.62,0
2025-03-01 16:56:04,1.18,0,3.62,0
2025-03-01 16:56:05,1.18,0,3.62,0
2025-03-01 16:56:06,1.18,0,3.62,0
2025-03-01 16:56:07,1.18,0,3.62,0
2025-03-01 16:56:08,1.18,0,3.62,0
2025-03-01 16:56:09,1.18,0,3.62,0
2025-03-01 16:56:10,1.18,0,3.62,0
2025-03-01 16:56:11,1.18,0,3.62,0
2025-03-01 16:56:12,1.18,0,3.62,0
2025-03-01 16:56:13,1.18,0,3.62,0
2025-03-01 16:56:14,1.18,0,3.62,0
2025-03-01 16:56:15,1.18,0,3.62,0
2025-03-01 16:56:16,1.18,0,3.62,0
2025-03-01 16:56:17,1.18,0,3.62,0
2025-03-01 16:56:18,1.18,0,3.62,0
2025-03-01 16:56:19,1.18,0,3.62,0
2025-03-01 16:56:20,1.18,0,3.62,0
2025-03-01 16:56:21,1.18,0,3.62,0
2025-03-01 16:56:22,1.18,0,3.62,0
2025-03-01 16:56:23,1.18,0,3.62,0
2025-03-01 16:56:24,1.18,0,3.62,0
2025-03-01 16:56:25,1.19,0,3.64,0
2025-03-01 16:56:26,1.19,0,3.64,0
2025-03-01 16:56:27,1.19,0,3.64,0
2025-03-01 16:56:28,1.19,0,3.64,0
2025-03-01 16:56:29,1.19,0,3.64,0
2025-03-01 16:56:30,1.19,0,3.64,0
2025-03-01 16:56:31,1.19,0,3.64,0
2025-03-01 16:56:32,1.19,0,3.64,0
2025-03-01 16:56:33,1.19,0,3.64,0
2025-03-01 16:56:34,1.19,0,3.64,0
2025-03-01 16:56:35,1.19,0,3.64,0
2025-03-01 16:56:36,1.19,0,3.64,0
2025-03-01 16:56:37,1.19,0,3.64,0
2025-03-01 16:56:38,1.19,0,3.64,0
2025-03-01 16:56:39,1.19,0,3.64,0
2025-03-01 16:56:40,1.19,0,3.64,0
2025-03-01 16:56:41,1.19,0,3.64,0
2025-03-01 16:56:42,1.19,0,3.64,0
2025-03-01 16:56:43,1.19,0,3.64,0
2025-03-01 16:56:44,1.19,0,3.64,0
2025-03-01 16:56:45,1.19,0,3.64,0
2025-03-01 16:56:46,1.19,0,3.64,0
2025-03-01 16:56:47,1.19,0,3.64,0
2025-03-01 16:56:48,1.19,0,3.64,0
