"Time","control-project-56b89bcb95-wj5t5 / app-namespace / PKG","control-project-56b89bcb95-wj5t5 / app-namespace / DRAM","control-project-56b89bcb95-wj5t5 / app-namespace / OTHER","control-project-56b89bcb95-wj5t5 / app-namespace / GPU"
2025-02-28 09:53:04.000,0.0503,0,1.04,0
2025-02-28 09:53:05.000,0.0503,0,1.04,0
2025-02-28 09:53:06.000,0.0503,0,1.04,0
2025-02-28 09:53:07.000,0.0503,0,1.04,0
2025-02-28 09:53:08.000,0.0503,0,1.04,0
2025-02-28 09:53:09.000,0.0503,0,1.04,0
2025-02-28 09:53:10.000,0.0503,0,1.04,0
2025-02-28 09:53:11.000,0.0503,0,1.04,0
2025-02-28 09:53:12.000,0.0503,0,1.04,0
2025-02-28 09:53:13.000,0.0503,0,1.04,0
2025-02-28 09:53:14.000,0.0503,0,1.04,0
2025-02-28 09:53:15.000,0.0503,0,1.04,0
2025-02-28 09:53:16.000,0.0503,0,1.04,0
2025-02-28 09:53:17.000,0.0503,0,1.04,0
2025-02-28 09:53:18.000,0.0503,0,1.04,0
2025-02-28 09:53:19.000,0.0503,0,1.04,0
2025-02-28 09:53:20.000,0.0503,0,1.04,0
2025-02-28 09:53:21.000,0.0503,0,1.04,0
2025-02-28 09:53:22.000,0.0503,0,1.04,0
2025-02-28 09:53:23.000,0.0503,0,1.04,0
2025-02-28 09:53:24.000,0.0503,0,1.04,0
2025-02-28 09:53:25.000,0.0503,0,1.04,0
2025-02-28 09:53:26.000,0.0503,0,1.04,0
2025-02-28 09:53:27.000,0.0503,0,1.04,0
2025-02-28 09:53:28.000,0.0503,0,1.04,0
2025-02-28 09:53:29.000,0.0503,0,1.04,0
2025-02-28 09:53:30.000,0.507,0,2.62,0
2025-02-28 09:53:31.000,0.507,0,2.62,0
2025-02-28 09:53:32.000,0.507,0,2.62,0
2025-02-28 09:53:33.000,0.507,0,2.62,0
2025-02-28 09:53:34.000,0.507,0,2.62,0
2025-02-28 09:53:35.000,0.507,0,2.62,0
2025-02-28 09:53:36.000,0.507,0,2.62,0
2025-02-28 09:53:37.000,0.507,0,2.62,0
2025-02-28 09:53:38.000,0.507,0,2.62,0
2025-02-28 09:53:39.000,0.507,0,2.62,0
