"Time","control-project-56b89bcb95-qvbb6 / app-namespace / PKG","control-project-56b89bcb95-qvbb6 / app-namespace / DRAM","control-project-56b89bcb95-qvbb6 / app-namespace / OTHER","control-project-56b89bcb95-qvbb6 / app-namespace / GPU"
2025-02-26 15:07:04,0.0449,0,0.841,0
2025-02-26 15:07:05,0.0449,0,0.841,0
2025-02-26 15:07:06,0.0449,0,0.841,0
2025-02-26 15:07:07,0.0449,0,0.841,0
2025-02-26 15:07:08,0.0449,0,0.841,0
2025-02-26 15:07:09,0.0449,0,0.841,0
2025-02-26 15:07:10,0.0449,0,0.841,0
2025-02-26 15:07:11,0.0449,0,0.841,0
2025-02-26 15:07:12,0.0449,0,0.841,0
2025-02-26 15:07:13,0.0449,0,0.841,0
2025-02-26 15:07:14,0.0449,0,0.841,0
2025-02-26 15:07:15,0.0449,0,0.841,0
2025-02-26 15:07:16,0.0449,0,0.841,0
2025-02-26 15:07:17,0.0449,0,0.841,0
2025-02-26 15:07:18,0.0449,0,0.841,0
2025-02-26 15:07:19,0.0449,0,0.841,0
2025-02-26 15:07:20,0.0449,0,0.841,0
2025-02-26 15:07:21,0.115,0,0.933,0
2025-02-26 15:07:22,0.115,0,0.933,0
2025-02-26 15:07:23,0.115,0,0.933,0
2025-02-26 15:07:24,0.115,0,0.933,0
2025-02-26 15:07:25,0.115,0,0.933,0
2025-02-26 15:07:26,0.115,0,0.933,0
2025-02-26 15:07:27,0.115,0,0.933,0
2025-02-26 15:07:28,0.115,0,0.933,0
2025-02-26 15:07:29,0.115,0,0.933,0
2025-02-26 15:07:30,0.115,0,0.933,0
2025-02-26 15:07:31,0.115,0,0.933,0
2025-02-26 15:07:32,0.115,0,0.933,0
2025-02-26 15:07:33,0.115,0,0.933,0
2025-02-26 15:07:34,0.115,0,0.933,0
2025-02-26 15:07:35,0.115,0,0.933,0
2025-02-26 15:07:36,0.115,0,0.933,0
2025-02-26 15:07:37,0.115,0,0.933,0
2025-02-26 15:07:38,0.115,0,0.933,0
2025-02-26 15:07:39,0.115,0,0.933,0
2025-02-26 15:07:40,0.115,0,0.933,0
2025-02-26 15:07:41,0.115,0,0.933,0
2025-02-26 15:07:42,0.115,0,0.933,0
2025-02-26 15:07:43,0.115,0,0.933,0
2025-02-26 15:07:44,0.115,0,0.933,0
2025-02-26 15:07:45,0.115,0,0.933,0
2025-02-26 15:07:46,0.115,0,0.933,0
2025-02-26 15:07:47,0.115,0,0.933,0
2025-02-26 15:07:48,0.115,0,0.933,0
2025-02-26 15:07:49,0.115,0,0.933,0
2025-02-26 15:07:50,0.115,0,0.933,0
2025-02-26 15:07:51,0.241,0,0.948,0
2025-02-26 15:07:52,0.241,0,0.948,0
2025-02-26 15:07:53,0.241,0,0.948,0
2025-02-26 15:07:54,0.241,0,0.948,0
2025-02-26 15:07:55,0.241,0,0.948,0
2025-02-26 15:07:56,0.241,0,0.948,0
2025-02-26 15:07:57,0.241,0,0.948,0
2025-02-26 15:07:58,0.241,0,0.948,0
2025-02-26 15:07:59,0.241,0,0.948,0
2025-02-26 15:08:00,0.241,0,0.948,0
2025-02-26 15:08:01,0.241,0,0.948,0
2025-02-26 15:08:02,0.241,0,0.948,0
2025-02-26 15:08:03,0.241,0,0.948,0
2025-02-26 15:08:04,0.241,0,0.948,0
2025-02-26 15:08:05,0.241,0,0.948,0
2025-02-26 15:08:06,0.241,0,0.948,0
2025-02-26 15:08:07,0.241,0,0.948,0
2025-02-26 15:08:08,0.241,0,0.948,0
2025-02-26 15:08:09,0.241,0,0.948,0
2025-02-26 15:08:10,0.241,0,0.948,0
2025-02-26 15:08:11,0.241,0,0.948,0
2025-02-26 15:08:12,0.241,0,0.948,0
2025-02-26 15:08:13,0.241,0,0.948,0
2025-02-26 15:08:14,0.241,0,0.948,0
2025-02-26 15:08:15,0.241,0,0.948,0
2025-02-26 15:08:16,0.241,0,0.948,0
2025-02-26 15:08:17,0.241,0,0.948,0
2025-02-26 15:08:18,0.241,0,0.948,0
2025-02-26 15:08:19,0.241,0,0.948,0
2025-02-26 15:08:20,0.241,0,0.948,0
2025-02-26 15:08:21,0.255,0,0.844,0
2025-02-26 15:08:22,0.255,0,0.844,0
2025-02-26 15:08:23,0.255,0,0.844,0
2025-02-26 15:08:24,0.255,0,0.844,0
2025-02-26 15:08:25,0.255,0,0.844,0
2025-02-26 15:08:26,0.255,0,0.844,0
2025-02-26 15:08:27,0.255,0,0.844,0
2025-02-26 15:08:28,0.255,0,0.844,0
2025-02-26 15:08:29,0.255,0,0.844,0
2025-02-26 15:08:30,0.255,0,0.844,0
2025-02-26 15:08:31,0.255,0,0.844,0
2025-02-26 15:08:32,0.255,0,0.844,0
2025-02-26 15:08:33,0.255,0,0.844,0
2025-02-26 15:08:34,0.255,0,0.844,0
2025-02-26 15:08:35,0.255,0,0.844,0
2025-02-26 15:08:36,0.255,0,0.844,0
2025-02-26 15:08:37,0.255,0,0.844,0
2025-02-26 15:08:38,0.255,0,0.844,0
2025-02-26 15:08:39,0.255,0,0.844,0
2025-02-26 15:08:40,0.255,0,0.844,0
2025-02-26 15:08:41,0.255,0,0.844,0
2025-02-26 15:08:42,0.255,0,0.844,0
2025-02-26 15:08:43,0.255,0,0.844,0
2025-02-26 15:08:44,0.255,0,0.844,0
2025-02-26 15:08:45,0.255,0,0.844,0
2025-02-26 15:08:46,0.255,0,0.844,0
2025-02-26 15:08:47,0.255,0,0.844,0
2025-02-26 15:08:48,0.255,0,0.844,0
2025-02-26 15:08:49,0.255,0,0.844,0
2025-02-26 15:08:50,0.255,0,0.844,0
