"Time","control-project-56b89bcb95-wj5t5 / app-namespace / PKG","control-project-56b89bcb95-wj5t5 / app-namespace / DRAM","control-project-56b89bcb95-wj5t5 / app-namespace / OTHER","control-project-56b89bcb95-wj5t5 / app-namespace / GPU"
2025-02-28 09:33:23.000,0.0544,0,1.13,0
2025-02-28 09:33:24.000,0.0544,0,1.13,0
2025-02-28 09:33:25.000,0.0544,0,1.13,0
2025-02-28 09:33:26.000,0.0544,0,1.13,0
2025-02-28 09:33:27.000,0.0544,0,1.13,0
2025-02-28 09:33:28.000,0.0544,0,1.13,0
2025-02-28 09:33:29.000,0.0544,0,1.13,0
2025-02-28 09:33:30.000,0.123,0,1.24,0
2025-02-28 09:33:31.000,0.123,0,1.24,0
2025-02-28 09:33:32.000,0.123,0,1.24,0
2025-02-28 09:33:33.000,0.123,0,1.24,0
2025-02-28 09:33:34.000,0.123,0,1.24,0
2025-02-28 09:33:35.000,0.123,0,1.24,0
2025-02-28 09:33:36.000,0.123,0,1.24,0
2025-02-28 09:33:37.000,0.123,0,1.24,0
2025-02-28 09:33:38.000,0.123,0,1.24,0
2025-02-28 09:33:39.000,0.123,0,1.24,0
2025-02-28 09:33:40.000,0.123,0,1.24,0
2025-02-28 09:33:41.000,0.123,0,1.24,0
2025-02-28 09:33:42.000,0.123,0,1.24,0
2025-02-28 09:33:43.000,0.123,0,1.24,0
2025-02-28 09:33:44.000,0.123,0,1.24,0
2025-02-28 09:33:45.000,0.123,0,1.24,0
2025-02-28 09:33:46.000,0.123,0,1.24,0
2025-02-28 09:33:47.000,0.123,0,1.24,0
2025-02-28 09:33:48.000,0.123,0,1.24,0
2025-02-28 09:33:49.000,0.123,0,1.24,0
2025-02-28 09:33:50.000,0.123,0,1.24,0
2025-02-28 09:33:51.000,0.123,0,1.24,0
2025-02-28 09:33:52.000,0.123,0,1.24,0
2025-02-28 09:33:53.000,0.123,0,1.24,0
2025-02-28 09:33:54.000,0.123,0,1.24,0
